CST-IBS/CBS;Descrição CST-IBS/CBS;cClassTrib;Nome cClassTrib;Descrição cClassTrib;LC Redação;LC 214/25;Tipo de Alíquota;pRedIBS;pRedCBS;ind_gTribRegular;ind_gCredPresOper;ind_gMonoPadrao;ind_gMonoReten;ind_gMonoRet;ind_gMonoDif;ind_gEstornoCred;dIniVig;dFimVig;DataAtualização;indNFeABI;indNFe;indNFCe;indCTe;indCTeOS;indBPe;indBPeTA;indBPeTM;indNF3e;indNFSe;indNFSe Via;indNFCom;indNFAg;indNFGas;indDERE;ANEXO;Link
410;Imunidade e não incidência;410028;Operações com bens imóveis realizadas por pessoas físicas não consideradas contribuintes;Operações com bens imóveis realizadas por pessoas físicas não consideradas contribuintes do regime regular do IBS e da CBS, observado o art. 251 da Lei Complementar nº 214, de 2025.;"Art. 251. As operações com bens imóveis realizadas por contribuintes que apurarem o IBS e a CBS no regime regular ficam sujeitas ao regime específico previsto neste Capítulo.
 § 1º As pessoas físicas que realizarem operações com bens imóveis serão consideradas contribuintes do regime regular do IBS e da CBS e sujeitas ao regime de que trata este Capítulo, nos casos de:";Art. 251, § 1º;Sem alíquota;0;0;0;0;0;0;0;0;0;46023;;19/11/2025;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art251
410;Imunidade e não incidência;410029;Operações acobertadas somente pelo ICMS;Operações não sujeitas à incidência de IBS e de CBS, alcançadas apenas por obrigação acessória do ICMS, observado o art. 4º da Lei Complementar nº 214, de 2025.;"Art. 4º O IBS e a CBS incidem sobre operações onerosas com bens ou com serviços.
 § 2º Para fins do disposto neste artigo, considera-se operação onerosa com bens ou com serviços qualquer fornecimento com contraprestação, incluindo o decorrente de:
 I - compra e venda, troca ou permuta, dação em pagamento e demais espécies de alienação;
 II - locação;
 III - licenciamento, concessão, cessão;
 IV - mútuo oneroso;
 V - doação com contraprestação em benefício do doador;
 VI - instituição onerosa de direitos reais;
 VII - arrendamento, inclusive mercantil; e
 VIII - prestação de serviços.";Art. 4º;Sem alíquota;0;0;0;0;0;0;0;0;0;46023;;19/11/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art4
410;Imunidade e não incidência;410030;Estorno de crédito por perecimento, deteriorização, roubo, furto ou extravio.;Estorno de crédito apropriado de bens adquiridos e venham a perecer, deteriorar-se ou ser objeto de roubo, furto ou extravio, observado o art. 47 da Lei Complementar nº 214, de 2025.;"Art. 47. O contribuinte sujeito ao regime regular poderá apropriar créditos do IBS e da CBS quando ocorrer a extinção por qualquer das modalidades previstas no art. 27 dos débitos relativos às operações em que seja adquirente, excetuadas exclusivamente aquelas consideradas de uso ou consumo pessoal, nos termos do art. 57 desta Lei Complementar, e as demais hipóteses previstas nesta Lei Complementar.
§ 6º O adquirente deverá estornar o crédito apropriado caso o bem adquirido venha a perecer, deteriorar-se ou ser objeto de roubo, furto ou extravio.";Art. 47, § 6º ;Sem alíquota;0;0;0;0;0;0;0;0;1;01/01/2026;;19/11/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art47
410;Imunidade e não incidência;410031;Fornecimento em período anterior ao início de vigência de incidências de CBS e IBS;Fornecimento em período anterior ao início de vigência de incidências de CBS e IBS, observado o art. 544 da Lei Complementar nº 214, de 2025.;"Art. 544. Esta Lei Complementar entra em vigor na data de sua publicação, produzindo efeitos:
VI - a partir de 1º de janeiro de 2026, em relação aos demais dispositivos.";Art. 544, VI;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;12/12/2025;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art544
410;Imunidade e não incidência;410999;Operações não onerosas sem previsão de tributação, não especificadas anteriormente;Operações não onerosas sem previsão de tributação, não especificadas anteriormente, observado o art. 4º da Lei Complementar nº 214, de 2025.;"Art. 4º O IBS e a CBS incidem sobre operações onerosas com bens ou com serviços.
 § 1º As operações não onerosas com bens ou com serviços serão tributadas nas hipóteses expressamente previstas nesta Lei Complementar.";Art. 4º, § 1º;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;11/06/2025;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art4
510;Diferimento;510001;Operações, sujeitas a diferimento, com energia elétrica, relativas à geração, comercialização, distribuição e transmissão;Operações, sujeitas a diferimento, com energia elétrica ou com direitos a ela relacionados, relativas à geração, comercialização, distribuição e transmissão, observado o art. 28 da Lei Complementar nº 214, de 2025.;"Art. 28. Nas operações com energia elétrica ou com direitos a ela relacionados, o recolhimento do IBS e da CBS relativo à geração, comercialização e distribuição e transmissão será realizado exclusivamente: 
 § 1º O recolhimento do IBS e da CBS incidentes nas operações com energia elétrica, ou com direitos a ela relacionados, relativas à geração, comercialização, distribuição e transmissão ocorrerá somente no fornecimento: 
 I - para consumo; ou II - para contribuinte não sujeito ao regime regular do IBS e da CBS.";Art. 28, § 1º;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art28
515;Diferimento com redução de alíquota;515001;Operações, sujeitas a diferimento, com insumos agropecuários e aquícolas (Anexo IX);Operações, sujeitas a diferimento, com insumos agropecuários e aquícolas, observado o art. 138 da Lei Complementar nº 214, de 2025.;"Art. 138. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos insumos agropecuários e aquícolas relacionados no Anexo IX desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH e da NBS. 
 § 2º Fica diferido o recolhimento do IBS e da CBS incidentes nas seguintes operações com insumos agropecuários e aquícolas de que trata o caput:";Art. 138, § 2º;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/11/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art138
550;Suspensão;550001;Exportações de bens materiais;Exportações de bens materiais, observado o art. 82 da Lei Complementar nº 214, de 2025.;Art. 82. Poderá ser suspenso o pagamento do IBS e da CBS no fornecimento de bens materiais com o fim específico de exportação a empresa comercial exportadora que atenda cumulativamente aos seguintes requisitos:;Art. 82;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art82
550;Suspensão;550002;Regime de Trânsito;Regime de Trânsito, observado o art. 84 da Lei Complementar nº 214, de 2025.;Art. 84. Fica suspenso o pagamento do IBS e da CBS incidentes na importação enquanto os bens materiais estiverem submetidos ao regime aduaneiro especial de trânsito aduaneiro, em qualquer de suas modalidades, observada a disciplina estabelecida na legislação aduaneira.;Art. 84;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art84
550;Suspensão;550003;Regimes de Depósito (art. 85);Regimes de Depósito, observado o art. 85 da Lei Complementar nº 214, de 2025.;Art. 85. Fica suspenso o pagamento do IBS e da CBS incidentes na importação enquanto os bens materiais estiverem submetidos a regime aduaneiro especial de depósito, observada a disciplina estabelecida na legislação aduaneira.;Art. 85;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art85
550;Suspensão;550004;Regimes de Depósito (art. 87);Regimes de Depósito, observado o art. 87 da Lei Complementar nº 214, de 2025.;Art. 87. Fica suspenso o pagamento do IBS e da CBS incidentes na importação e na aquisição no mercado interno de bens materiais submetidos a regime aduaneiro especial de lojas franca, observada a disciplina estabelecida na legislação aduaneira.;Art. 87;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art87
550;Suspensão;550005;Regimes de Depósito (art. 87, Parágrafo único);Regimes de Depósito, observado o art. 87 da Lei Complementar nº 214, de 2025.;"Art. 87. 
 Parágrafo único. Aplica-se o regime previsto no caput ao fornecimento de bens materiais destinados ao uso ou consumo de bordo, em aeronaves exclusivamente em tráfego internacional com destino ao exterior e entregues em zona primária alfandegada ou área de porto organizado alfandegado.";Art. 87, parágrafo único;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art87
550;Suspensão;550006;Regimes de Permanência Temporária;Regimes de Permanência Temporária, observado o art. 88 da Lei Complementar nº 214, de 2025.;Art. 88. Fica suspenso o pagamento do IBS e da CBS incidentes na importação enquanto os bens materiais estiverem submetidos a regime aduaneiro especial de permanência temporária no País ou de saída temporária do País, observada a disciplina estabelecida na legislação aduaneira.;Art. 88;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art88
550;Suspensão;550007;Regimes de Aperfeiçoamento;Regimes de Aperfeiçoamento, observado o art. 90 da Lei Complementar nº 214, de 2025.;Art. 90. Fica suspenso o pagamento do IBS e da CBS incidentes na importação enquanto os bens materiais estiverem submetidos a regime aduaneiro especial de aperfeiçoamento, observada a disciplina estabelecida na legislação aduaneira.;Art. 90;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art90
550;Suspensão;550008;Importação de bens para o Regime de Repetro-Temporário;Importação de bens para o Regime de Repetro-Temporário, de que tratam o inciso I do art. 93 da Lei Complementar nº 214, de 2025.;"Art. 93. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS e da CBS nas seguintes operações: I - importação de bens destinados às atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos previstas na legislação específica, cuja permanência no País seja de natureza temporária, constantes de relação especificada no regulamento (Repetro- Temporário);";Art. 93, I;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93
550;Suspensão;550009;GNL-Temporário;GNL-Temporário, de que trata o inciso II do art. 93 da Lei Complementar nº 214, de 2025.;"Art. 93. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS e da CBS nas seguintes operações: II - importação de bens destinados às atividades de transporte, movimentação, transferência, armazenamento ou regaseificação de gás natural liquefeito constantes de relação especificada no regulamento (GNL-Temporário);";Art. 93, II;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93
550;Suspensão;550010;Repetro-Permanente;Repetro-Permanente, de que trata o inciso III do art. 93 da Lei Complementar nº 214, de 2025.;"Art. 93. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS e da CBS nas seguintes operações: III - importação de bens constantes de relação especificada no regulamento cuja permanência no País seja definitiva e que sejam destinados às atividades a que se refere o inciso I deste caput (Repetro-Permanente);";Art. 93, III;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93
550;Suspensão;550011;Repetro-Industrialização;Repetro-Industrialização, de que trata o inciso IV do art. 93 da Lei Complementar nº 214, de 2025.;"Art. 93. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS e da CBS nas seguintes operações: IV - importação ou aquisição no mercado interno de matérias-primas, produtos intermediários e materiais de embalagem para ser utilizados integralmente no processo produtivo de produto final a ser fornecido a empresa que o destine às atividades a que se refere o inciso I deste caput (Repetro-Industrialização);";Art. 93, IV;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93
550;Suspensão;550012;Repetro-Nacional;Repetro-Nacional, de que trata o inciso V do art. 93 da Lei Complementar nº 214, de 2025.;"Art. 93. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS e da CBS nas seguintes operações: V - aquisição de produto final a que se refere o inciso IV deste caput (Repetro-Nacional);";Art. 93, V;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93
550;Suspensão;550013;Repetro-Entreposto;Repetro-Entreposto, de que trata o inciso VI do art. 93 da Lei Complementar nº 214, de 2025.;Art. 93. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS e da CBS nas seguintes operações: VI - importação ou aquisição no mercado interno de bens constantes de relação especificada no regulamento, para conversão ou construção de outros bens no País, contratada por empresa sediada no exterior, cujo produto final deverá ser destinado às atividades a que se refere o inciso I deste caput (Repetro- Entreposto).;Art. 93, VI;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93
550;Suspensão;550014;Zona de Processamento de Exportação;Zona de Processamento de Exportação, observado os arts. 99, 100 e 102 da Lei Complementar nº 214, de 2025.;"Art. 99. As importações ou as aquisições no mercado interno de máquinas, de aparelhos, de instrumentos e de equipamentos realizadas por empresa autorizada a operar em zonas de processamento de exportação serão efetuadas com suspensão do pagamento do IBS e da CBS.
 Art. 100. As importações ou as aquisições no mercado interno de matérias-primas, de produtos intermediários e de materiais de embalagem realizadas por empresa autorizada a operar em zonas de processamento de exportação serão efetuadas com suspensão do pagamento do IBS e da CBS. 
 Art. 102. Aplica-se o tratamento estabelecido nos arts. 99 e 100 desta Lei Complementar às aquisições de máquinas, de aparelhos, de instrumentos, de equipamentos, de matérias-primas, de produtos intermediários e de materiais de embalagem realizadas entre empresas autorizadas a operar em zonas de processamento de exportação.";Arts. 99, 100 e 102;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art99
550;Suspensão;550015;Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária;Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária - Reporto, observado o art. 105 da Lei Complementar nº 214, de 2025.;Art. 105. Observada a disciplina estabelecida na legislação específica, serão efetuadas com suspensão do pagamento do IBS e da CBS as importações e as aquisições no mercado interno de máquinas, equipamentos, peças de reposição e outros bens realizadas diretamente pelos beneficiários do Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária (Reporto) e destinadas ao seu ativo imobilizado para utilização exclusiva na execução de serviços de:;Art. 105;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art105
550;Suspensão;550016;Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura;Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - Reidi, observado o art. 106 da Lei Complementar nº 214, de 2025.;Art. 106. Observada a disciplina estabelecida na legislação específica, serão efetuadas com suspensão do pagamento do IBS e da CBS as importações e as aquisições no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, e de materiais de construção, realizadas diretamente pelos beneficiários do Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura (Reidi) para utilização ou incorporação em obras de infraestrutura destinadas ao ativo imobilizado.;Art. 106;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art106
550;Suspensão;550017;Regime Tributário para Incentivo à Atividade Econômica Naval;Regime Tributário para Incentivo à Atividade Econômica Naval – Renaval, observado o art. 107 da Lei Complementar nº 214, de 2025.;Art. 107. O Regime Tributário para Incentivo à Atividade Econômica Naval – Renaval permite aos beneficiários previamente habilitados suspensão do pagamento de IBS e CBS:;Art. 107;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art107
550;Suspensão;550018;Desoneração da aquisição de bens de capital;Desoneração da aquisição de bens de capital, observado o art. 109 da Lei Complementar nº 214, de 2025.;Art. 109. Ato conjunto do Poder Executivo da União e do Comitê Gestor do IBS poderá definir hipóteses em que importações e aquisições no mercado interno de bens de capital por contribuinte no regime regular serão realizadas com suspensão do pagamento do IBS e da CBS, não se aplicando o disposto no art. 108 desta Lei Complementar.;Art. 109;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art109
550;Suspensão;550019;Importação de bem material por indústria incentivada para utilização na ZFM;Importação de bem material por indústria incentivada para utilização na Zona Franca de Manaus, observado o art. 443 da Lei Complementar nº 214, de 2025.;Art. 443. Fica suspensa a incidência do IBS e da CBS na importação de bem material realizada por indústria incentivada para utilização na Zona Franca de Manaus.;Art. 443;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art443
550;Suspensão;550020;Áreas de livre comércio;Áreas de livre comércio, observado o art. 461 da Lei Complementar nº 214, de 2025.;Art. 461. Fica suspensa a incidência do IBS e da CBS na importação de bem material realizada por indústria habilitada na forma do inciso II do caput do art. 460 desta Lei Complementar e sujeita ao regime regular do IBS e da CBS para incorporação em seu processo produtivo.;Art. 461;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art461
550;Suspensão;550021;Industrialização destinada a exportações;Fornecimento de produtos agropecuários in natura para contribuinte do regime regular que promova industrialização destinada a exportação, observado o art. 82 da Lei Complementar nº 214, de 2025.;"Art. 82.
 § 11. Também fica suspenso o pagamento do IBS e da CBS no fornecimento de produtos agropecuários in natura para contribuinte do regime regular que promova industrialização destinada a exportação para o exterior:";Art. 82, § 11;Sem alíquota;0;0;1;0;0;0;0;0;0;01/01/2026;;03/10/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art82
620;Tributação monofásica;620001;Tributação monofásica sobre combustíveis;Tributação monofásica sobre combustíveis, observados os art. 172 e art. 179 I da Lei Complementar nº 214, de 2025.;"Art. 172. O IBS e a CBS incidirão uma única vez sobre as operações, ainda que iniciadas no exterior, com os seguintes combustíveis, qualquer que seja a sua finalidade.
 Art. 179. Nas operações com EAC: I - o adquirente de EAC destinado à mistura com gasolina A que realizar a saída dos biocombustíveis com destinação diversa fica obrigado a recolher o IBS e a CBS incidentes sobre o biocombustível;";Art. 172, 179 I;Uniforme setorial;0;0;0;0;1;0;0;0;0;01/01/2026;;19/11/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art172
620;Tributação monofásica;620002;Tributação monofásica com responsabilidade pela retenção sobre combustíveis;Tributação monofásica com responsabilidade pela retenção sobre combustíveis, observado o art. 178 da Lei Complementar nº 214, de 2025.;Art. 178. Fica atribuída à refinaria de petróleo ou suas bases, à CPQ, ao formulador de combustíveis e ao importador, relativamente ao percentual de biocombustível utilizado na mistura, nas operações com gasolina A, a responsabilidade pela retenção e pelo recolhimento do IBS e da CBS incidentes nas importações de EAC ou sobre as saídas do estabelecimento produtor de EAC.;Art. 178;Uniforme setorial;0;0;0;0;1;1;0;0;0;01/01/2026;;11/06/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art178
620;Tributação monofásica;620003;Tributação monofásica com tributos retidos por responsabilidade sobre combustíveis;Tributação monofásica com tributos retidos por responsabilidade sobre combustíveis, observado o art. 178 da Lei Complementar nº 214, de 2025.;Art. 178. Fica atribuída à refinaria de petróleo ou suas bases, à CPQ, ao formulador de combustíveis e ao importador, relativamente ao percentual de biocombustível utilizado na mistura, nas operações com gasolina A, a responsabilidade pela retenção e pelo recolhimento do IBS e da CBS incidentes nas importações de EAC ou sobre as saídas do estabelecimento produtor de EAC.;Art. 178;Uniforme setorial;0;0;0;0;1;0;0;1;0;01/01/2026;;11/06/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art178
620;Tributação monofásica;620004;Tributação monofásica sobre mistura de EAC com gasolina A em percentual superior ao obrigatório;Tributação monofásica sobre mistura de EAC com gasolina A em percentual superior ou inferior ao obrigatório, observado o art. 179 da Lei Complementar nº 214, de 2025.;"Art. 179. Nas operações com EAC: 
 II - a distribuidora de combustíveis que realizar mistura de EAC com gasolina A em percentual: 
 a) superior ao obrigatório, fica obrigada a recolher o IBS e a CBS de que trata o art. 172 desta Lei Complementar em relação ao volume de biocombustível correspondente ao que exceder ao percentual obrigatório de mistura; e";Art. 179, II, a;Uniforme setorial;0;0;0;0;1;0;1;0;0;01/01/2026;;11/06/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art179
620;Tributação monofásica;620005;Tributação monofásica sobre mistura de EAC com gasolina A em percentual inferior ao obrigatório;Tributação monofásica sobre mistura de EAC com gasolina A em percentual superior ou inferior ao obrigatório, observado o art. 179 da Lei Complementar nº 214, de 2025.;"Art. 179. Nas operações com EAC: 
 II - a distribuidora de combustíveis que realizar mistura de EAC com gasolina A em percentual: 
 b) inferior ao obrigatório, terá direito ao ressarcimento do IBS e da CBS de que trata o art. 172 desta Lei Complementar em relação ao volume de biocombustível correspondente ao misturado a menor do que o percentual obrigatório de mistura.";Art. 179, II, b;Uniforme setorial;0;0;0;0;0;0;1;0;0;01/01/2026;;11/06/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art179
620;Tributação monofásica;620006;Tributação monofásica sobre combustíveis cobrada anteriormente;Tributação monofásica sobre combustíveis cobrada anteriormente, observador o art. 180 da Lei Complementar nº 214, de 2025.;Art. 180. É vedada a apropriação de créditos em relação às aquisições de combustíveis sujeitos à incidência única do IBS e da CBS, quando destinadas à distribuição, à comercialização ou à revenda.;Art. 180;Uniforme setorial;0;0;0;0;0;0;1;0;0;01/01/2026;;19/11/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art180
800;Transferência de crédito;800001;Fusão, cisão ou incorporação;Fusão, cisão ou incorporação, observado o art. 55 da Lei Complementar nº 214, de 2025.;"Art. 55. É vedada a transferência, a qualquer título, para outra pessoa ou entidade sem personalidade jurídica, de créditos do IBS e da CBS.
 Parágrafo único. Na hipótese de fusão, cisão ou incorporação, os créditos apropriados e ainda não utilizados poderão ser transferidos para a pessoa jurídica sucessora, ficando preservada a data original da apropriação dos créditos para efeitos da contagem do prazo de que trata o art. 54 desta Lei Complementar.";Art. 55;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art55
800;Transferência de crédito;800002;Transferência de crédito do associado, inclusive as cooperativas singulares;Transferência de crédito do associado, inclusive as cooperativas singulares, para cooperativa de que participa das operações antecedentes às operações em que fornece bens e serviços e os créditos presumidos, observado o art. 272 da Lei Complementar nº 214, de 2025.;Art. 272. O associado sujeito ao regime regular do IBS e da CBS, inclusive as cooperativas singulares, que realizar operações com a redução de alíquota de que trata o inciso I do caput do art. 271 poderá transferir os créditos das operações antecedentes às operações em que fornece bens e serviços e os créditos presumidos à cooperativa de que participa, não se aplicando o disposto no art. 55 desta Lei Complementar.;Art. 272;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art272
810;Ajuste de IBS na ZFM;810001;Crédito presumido de IBS sobre o valor apurado nos fornecimentos a partir da ZFM;Crédito presumido de IBS sobre o valor apurado nos fornecimentos a partir da Zona Franca de Manaus, observado o art. 450 da Lei Complementar nº 214, de 2025.;Art. 450. Ficam concedidos à indústria incentivada na Zona Franca de Manaus créditos presumidos de IBS e de CBS relativos à operação que destine ao território nacional, inclusive para a própria Zona Franca de Manaus, bem material produzido pela própria indústria incentivada na referida área nos termos do projeto econômico aprovado, exceto em relação às operações previstas no art. 447 desta Lei Complementar.;Art. 450;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art450
811;Ajustes;811001;Anulação de Crédito por Saídas Imunes/Isentas;Anulação de crédito proporcional ao valor das operações imunes e isentas, observado o art. 51 da Lei Complementar nº 214, de 2025.;"Art. 51. A imunidade e a isenção acarretarão a anulação dos créditos relativos às operações anteriores.
 § 1º A anulação dos créditos de que trata o caput deste artigo será proporcional ao valor das operações imunes e isentas sobre o valor de todas as operações do fornecedor.";Art. 51;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art51
811;Ajustes;811002;Débitos de notas fiscais não processadas na apuração;Débitos de notas fiscais não processadas na apuração, observado o art. 45 da Lei Complementar nº 214, de 2025.;"Art. 45. Para cada período de apuração, o contribuinte deverá apurar, separadamente, o saldo do IBS e da CBS, que corresponderá à diferença entre os valores: 
 § 1º O contribuinte poderá realizar ajustes positivos ou negativos no saldo apurado na forma do caput deste artigo, nos termos previstos no regulamento.";Art. 45;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art45
