CST-IBS/CBS;Descrição CST-IBS/CBS;cClassTrib;Nome cClassTrib;Descrição cClassTrib;LC Redação;LC 214/25;Tipo de Alíquota;pRedIBS;pRedCBS;ind_gTribRegular;ind_gCredPresOper;ind_gMonoPadrao;ind_gMonoReten;ind_gMonoRet;ind_gMonoDif;ind_gEstornoCred;dIniVig;dFimVig;DataAtualização;indNFeABI;indNFe;indNFCe;indCTe;indCTeOS;indBPe;indBPeTA;indBPeTM;indNF3e;indNFSe;indNFSe Via;indNFCom;indNFAg;indNFGas;indDERE;ANEXO;Link
200;Alíquota zero;200020;Operação praticada por sociedades cooperativas optantes por regime específico do IBS e CBS;Operação praticada por sociedades cooperativas optantes por regime específico do IBS e CBS, quando o associado destinar bem ou serviço à cooperativa de que participa, e a cooperativa fornecer bem ou serviço ao associado sujeito ao regime regular do IBS e da CBS, observado o art. 271 da Lei Complementar nº 214, de 2025.;"Art. 271. As sociedades cooperativas poderão optar por regime específico do IBS e da CBS no qual ficam reduzidas a zero as alíquotas do IBS e da CBS incidentes na operação em que: 
 I - o associado fornece bem ou serviço à cooperativa de que participa; e II - a cooperativa fornece bem ou serviço a associado sujeito ao regime regular do IBS e da CBS.";Art. 271;Padrão;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art271
200;Alíquota zero;200021;Serviços de transporte público coletivo de passageiros ferroviário e hidroviário;Serviços de transporte público coletivo de passageiros ferroviário e hidroviário urbanos, semiurbanos e metropolitanos, observado o art. 285 da Lei Complementar nº 214, de 2025.;"Art. 285. Em relação aos serviços de transporte público coletivo de passageiros ferroviário e hidroviário de caráter urbano, semiurbano e metropolitano: I - ficam reduzidas em 100% (cem por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento desses serviços;";Art. 285, I;Padrão;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art285
200;Alíquota zero;200022;Operação originada fora da ZFM que destine bem material industrializado a contribuinte estabelecido na ZFM;Operação originada fora da Zona Franca de Manaus que destine bem material industrializado de origem nacional a contribuinte estabelecido na Zona Franca de Manaus que seja habilitado nos termos do art. 442 da Lei Complementar nº 214, de 2025, e sujeito ao regime regular do IBS e da CBS ou optante pelo regime do Simples Nacional de que trata o art. 12 da Lei Complementar nº 123, de 2006, observado o art. 445 da Lei Complementar nº 214, de 2025.;Art. 445. Ficam reduzidas a zero as alíquotas do IBS e da CBS incidentes sobre operação originada fora da Zona Franca de Manaus que destine bem material industrializado de origem nacional a contribuinte estabelecido na Zona Franca de Manaus que seja:;Art. 445;Padrão;100;100;1;0;0;0;0;0;0;01/01/2026;;21/08/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art445
200;Alíquota zero;200023;Operação realizada por indústria incentivada que destine bem material intermediário para outra indústria incentivada na ZFM;Operação realizada por indústria incentivada que destine bem material intermediário para outra indústria incentivada na Zona Franca de Manaus, desde que a entrega ou disponibilização dos bens ocorra dentro da referida área, observado o art. 448 da Lei Complementar nº 214, de 2025.;Art. 448. Ficam reduzidas a zero as alíquotas do IBS e da CBS incidentes sobre operação realizada por indústria incentivada que destine bem material intermediário para outra indústria incentivada na Zona Franca de Manaus, desde que a entrega ou disponibilização dos bens ocorra dentro da referida área.;Art. 448;Padrão;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art448
200;Alíquota zero;200024;Operação originada fora das Áreas de Livre Comércio destinadas a contribuinte estabelecido nas Áreas de Livre Comércio;Operação originada fora das Áreas de Livre Comércio que destine bem material industrializado de origem nacional a contribuinte estabelecido nas Áreas de Livre Comércio que seja habilitado nos termos do art. 456 da Lei Complementar nº 214, de 2025, e sujeito ao regime regular do IBS e da CBS ou optante pelo regime do Simples Nacional de que trata o art. 12 da Lei Complementar nº 123, de 2006, observado o art. 463 da Lei Complementar nº 214, de 2025.;Art. 463. Ficam reduzidas a zero as alíquotas do IBS e da CBS incidentes sobre operação originada fora da área de livre comércio que destine bem material industrializado de origem nacional a contribuinte estabelecido na área de livre comércio que seja:;Art. 463;Padrão;100;100;1;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art463
200;Alíquota zero apenas CBS e reduzida em 60% para IBS;200025;Fornecimento dos serviços de educação relacionados ao Programa Universidade para Todos (Prouni);Fornecimento dos serviços de educação relacionados ao Programa Universidade para Todos (Prouni), instituído pela Lei nº 11.096, de 13 de janeiro de 2005, observado o art. 308 da Lei Complementar nº 214, de 2025.;Art. 308. Fica reduzida a zero a alíquota da CBS incidente sobre o fornecimento de serviços de educação de ensino superior por instituição privada de ensino, com ou sem fins lucrativos, durante o período de adesão e vinculação ao Programa Universidade para Todos - Prouni, instituído pela Lei nº 11.096, de 13 de janeiro de 2005.;Art. 308;Padrão;60;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art308
200;Alíquota reduzida em 80%;200026;Locação de imóveis localizados nas zonas reabilitadas;Locação de imóveis localizados nas zonas reabilitadas, pelo prazo de 5 (cinco) anos, contado da data de expedição do habite-se, e relacionados a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística dos Municípios ou do Distrito Federal, a serem delimitadas por lei municipal ou distrital, observado o art. 158 da Lei Complementar nº 214, de 2025.;"Art. 158. Observado o disposto neste Capítulo, ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS sobre operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística dos Municípios ou do Distrito Federal, a serem delimitadas por lei municipal ou distrital. 
 Parágrafo único. Na hipótese de locação de imóveis prevista no inciso VI do caput do art. 162 desta Lei Complementar, a redução de alíquotas de que trata o caput deste artigo será de 80% (oitenta por cento).";Art. 158, parágrafo único;Padrão;80;80;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art158
200;Alíquota reduzida em 70%;200027;Operações de locação, cessão onerosa e arrendamento de bens imóveis;Operações de locação, cessão onerosa e arrendamento de bens imóveis, observado o art. 261 da Lei Complementar nº 214, de 2025.;"Art. 261.
 Parágrafo único. As alíquotas do IBS e da CBS relativas às operações de locação, cessão onerosa e arrendamento de bens imóveis ficam reduzidas em 70% (setenta por cento).";Art. 261, parágrafo único;Padrão;70;70;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art261
200;Alíquota reduzida em 60%;200028;Fornecimento dos serviços de educação (Anexo II);Fornecimento dos serviços de educação relacionados no Anexo II da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da Nomenclatura Brasileira de Serviços, Intangíveis e Outras Operações que Produzam Variações no Patrimônio (NBS), observado o art. 129 da Lei Complementar nº 214, de 2025.;Art. 129. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos serviços de educação relacionados no Anexo II desta Lei Complementar, com a especificação das respectivas classificações da Nomenclatura Brasileira de Serviços, Intangíveis e Outras Operações que Produzam Variações no Patrimônio (NBS).;Art. 129;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art129
200;Alíquota reduzida em 60%;200029;Fornecimento dos serviços de saúde humana (Anexo III);Fornecimento dos serviços de saúde humana relacionados no Anexo III da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NBS, observado o art. 130 da Lei Complementar nº 214, de 2025.;Art. 130. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos serviços de saúde relacionados no Anexo III desta Lei Complementar, com a especificação das respectivas classificações da NBS.;Art. 130;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art130
200;Alíquota reduzida em 60%;200030;Venda dos dispositivos médicos (Anexo IV);Venda dos dispositivos médicos relacionados no Anexo IV da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, observado o art. 131 da Lei Complementar nº 214, de 2025.;Art. 131. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos dispositivos médicos relacionados no Anexo IV desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH.;Art. 131;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;4;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art131
200;Alíquota reduzida em 60%;200031;Fornecimento dos dispositivos de acessibilidade próprios para pessoas com deficiência (Anexo V);Fornecimento dos dispositivos de acessibilidade próprios para pessoas com deficiência relacionados no Anexo V da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, observado o art. 132 da Lei Complementar nº 214, de 2025.;Art. 132. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos dispositivos de acessibilidade próprios para pessoas com deficiência relacionados no Anexo V desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH.;Art. 132;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;5;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art132
200;Alíquota reduzida em 60%;200032;Fornecimento dos medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação, ressalvados os medicamentos sujeitos à alíquota zero;Fornecimento dos medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação, ressalvados os medicamentos sujeitos à alíquota zero de que trata o art. 141 da Lei Complementar nº 214, de 2025, observado o art. 133 da Lei Complementar nº 214, de 2025.;Art. 133. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação, ressalvados os medicamentos sujeitos à alíquota zero de que trata o art. 146 desta Lei Complementar.;Art. 133;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art133
200;Alíquota reduzida em 60%;200033;Fornecimento das composições para nutrição enteral e parenteral (Anexo VI);Fornecimento das composições para nutrição enteral e parenteral, composições especiais e fórmulas nutricionais destinadas às pessoas com erros inatos do metabolismo relacionadas no Anexo VI da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, observado o art. 133 da Lei Complementar nº 214, de 2025.;"Art. 133.
 § 1º A redução de alíquotas prevista no caput deste artigo aplica-se também às operações de fornecimento das composições para nutrição enteral e parenteral, composições especiais e fórmulas nutricionais destinadas às pessoas com erros inatos do metabolismo relacionadas no Anexo VI desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH.";Art. 133, § 1º;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art133
200;Alíquota reduzida em 60%;200034;Fornecimento dos alimentos destinados ao consumo humano (Anexo VII);Fornecimento dos alimentos destinados ao consumo humano relacionados no Anexo VII da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, observado o art. 135 da Lei Complementar nº 214, de 2025.;Art. 135. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos alimentos destinados ao consumo humano relacionados no Anexo VII desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH.;Art. 135;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art135
200;Alíquota reduzida em 60%;200035;Fornecimento dos produtos de higiene pessoal e limpeza (Anexo VIII);Fornecimento dos produtos de higiene pessoal e limpeza relacionados no Anexo VIII da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH, observado o art. 136 da Lei Complementar nº 214, de 2025.;Art. 136. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos produtos de higiene pessoal e limpeza relacionados no Anexo VIII desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH.;Art. 136;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art136
200;Alíquota reduzida em 60%;200036;Fornecimento de produtos agropecuários, aquícolas, pesqueiros, florestais e extrativistas vegetais in natura;Fornecimento de produtos agropecuários, aquícolas, pesqueiros, florestais e extrativistas vegetais in natura, observado o art. 137 da Lei Complementar nº 214, de 2025.;Art. 137. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento de produtos agropecuários, aquícolas, pesqueiros, florestais e extrativistas vegetais in natura.;Art. 137;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art137
200;Alíquota reduzida em 60%;200037;Fornecimento de serviços ambientais de conservação ou recuperação da vegetação nativa;Fornecimento de serviços ambientais de conservação ou recuperação da vegetação nativa, mesmo que fornecidos sob a forma de manejo sustentável de sistemas agrícolas, agroflorestais e agrossilvopastoris, em conformidade com as definições e requisitos da legislação específica, observado o art. 137 da Lei Complementar nº 214, de 2025.;"Art. 137.
 § 3º Para fins do disposto no caput deste artigo, considera-se fornecimento de produto florestal inclusive o fornecimento dos serviços ambientais de conservação ou recuperação da vegetação nativa, mesmo que fornecidos sob a forma de manejo sustentável de sistemas agrícolas, agroflorestais e agrossilvopastoris, em conformidade com as definições e requisitos da legislação específica.";Art. 137, § 3º;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art137
200;Alíquota reduzida em 60%;200038;Fornecimento dos insumos agropecuários e aquícolas (Anexo IX);Fornecimento dos insumos agropecuários e aquícolas relacionados no Anexo IX da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NCM/SH e da NBS, observado o art. 138 da Lei Complementar nº 214, de 2025.;Art. 138. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos insumos agropecuários e aquícolas relacionados no Anexo IX desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH e da NBS.;Art. 138;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;9;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art138
200;Alíquota reduzida em 60%;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);"Fornecimento dos serviços e o licenciamento ou cessão dos direitos relacionados no Anexo X da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NBS, quando destinados às seguintes produções nacionais artísticas, culturais, de eventos, jornalísticas e audiovisuais: espetáculos teatrais, circenses e de dança, shows musicais, desfiles carnavalescos ou folclóricos, eventos acadêmicos e científicos, como congressos, conferências e simpósios, feiras de negócios, exposições, feiras e mostras culturais, artísticas e literárias; programas de auditório ou jornalísticos, filmes, documentários, séries, novelas, entrevistas e clipes musicais, observado o art. 139 da Lei Complementar nº 214, de 2025.";Art. 139. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos bens e serviços listados no Anexo X desta Lei Complementar, com a especificação das respectivas classificações da NCM/SH e NBS, nos casos relacionados com as seguintes produções nacionais artísticas, culturais, de eventos, jornalísticas e audiovisuais:;Art. 139;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;10;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art139
200;Alíquota reduzida em 60%;200040;Fornecimento de serviços de comunicação institucional à administração pública;Fornecimento dos seguintes serviços de comunicação institucional à administração pública direta, autarquias e fundações públicas: serviços direcionados ao planejamento, criação, programação e manutenção de páginas eletrônicas da administração pública, ao monitoramento e gestão de suas redes sociais e à otimização de páginas e canais digitais para mecanismos de buscas e produção de mensagens, infográficos, painéis interativos e conteúdo institucional, serviços de relações com a imprensa, que reúnem estratégias organizacionais para promover e reforçar a comunicação dos órgãos e das entidades contratantes com seus públicos de interesse, por meio da interação com profissionais da imprensa, e serviços de relações públicas, que compreendem o esforço de comunicação planejado, coeso e contínuo que tem por objetivo estabelecer adequada percepção da atuação e dos objetivos institucionais, a partir do estímulo à compreensão mútua e da manutenção de padrões de relacionamento e fluxos de informação entre os órgãos e as entidades contratantes e seus públicos de interesse, no País e no exterior, observado o art. 140 da Lei Complementar nº 214, de 2025.;Art. 140. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento dos seguintes serviços de comunicação institucional à administração pública direta, autarquias e fundações públicas:;Art. 140;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art140
200;Alíquota reduzida em 60%;200041;Fornecimento de serviço de educação desportiva (art. 141. I);Operações relacionadas às seguintes atividades desportivas: fornecimento de serviço de educação desportiva, classificado no código 1.2205.12.00 da NBS, observado o art. 141 da Lei Complementar nº 214, de 2025.;"Art. 141. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre as seguintes operações relacionadas a atividades desportivas: I - fornecimento de serviço de educação desportiva, classificado no código 1.2205.12.00 da NBS;";Art. 141, I;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art141
200;Alíquota reduzida em 60%;200042;Fornecimento de serviço de educação desportiva (art. 141. II);Operações relacionadas às seguintes atividades desportivas: operações e prestações de serviços de segurança da informação e segurança cibernética, observado o art. 141 da Lei Complementar nº 214, de 2025.;Art. 141. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS incidentes sobre as seguintes operações relacionadas a atividades desportivas: II - gestão e exploração do desporto por associações e clubes esportivos filiados ao órgão estadual ou federal responsável pela coordenação dos desportos, inclusive por meio de venda de ingressos para eventos desportivos, fornecimento oneroso ou não de bens e serviços, inclusive ingressos, por meio de programas de sócio-torcedor, cessão dos direitos desportivos dos atletas e transferência de atletas para outra entidade desportiva ou seu retorno à atividade em outra entidade desportiva.;Art. 141, II;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art141
200;Alíquota reduzida em 60%;200043;Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI);Fornecimento à administração pública direta, autarquias e fundações púbicas dos serviços e dos bens relativos à soberania e à segurança nacional, à segurança da informação e à segurança cibernética relacionados no Anexo XI da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NBS e da NCM/SH, observado o art. 142 da Lei Complementar nº 214, de 2025.;"Art. 142. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS sobre: 
 I - fornecimento à administração pública direta, autarquias e fundações púbicas dos serviços e dos bens relativos à soberania e à segurança nacional, à segurança da informação e à segurança cibernética relacionados no Anexo XI desta Lei Complementar, com a especificação das respectivas classificações da NBS e da NCM/SH; e";Art. 142, I;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;11;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art142
200;Alíquota reduzida em 60%;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro com o mínimo de 20% (vinte por cento) do seu capital social, relacionados no Anexo XI da Lei Complementar nº 214, de 2025, com a especificação das respectivas classificações da NBS e da NCM/SH, observado o art. 142 da Lei Complementar nº 214, de 2025.;"Art. 142. Ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS sobre: 
 II - operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro com o mínimo de 20% (vinte por cento) do seu capital social, relacionados no Anexo XI desta Lei Complementar, com a especificação das respectivas classificações da NBS e da NCM/SH.";Art. 142, II;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;11;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art142
200;Alíquota reduzida em 60%;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística dos Municípios ou do Distrito Federal, a serem delimitadas por lei municipal ou distrital, observado o art. 158 da Lei Complementar nº 214, de 2025.;Art. 158. Observado o disposto neste Capítulo, ficam reduzidas em 60% (sessenta por cento) as alíquotas do IBS e da CBS sobre operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística dos Municípios ou do Distrito Federal, a serem delimitadas por lei municipal ou distrital.;Art. 158;Padrão;60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art158
200;Alíquota reduzida em 50%;200046;Operações com bens imóveis;Operações com bens imóveis, observado o art. 261 da Lei Complementar nº 214, de 2025.;Art. 261. As alíquotas do IBS e da CBS relativas às operações de que trata este Capítulo ficam reduzidas em 50% (cinquenta por cento).;Art. 261;Padrão;50;50;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art261
200;Alíquota reduzida em 40%;200047;Bares e Restaurantes;Bares e Restaurantes, observado o art. 275 da Lei Complementar nº 214, de 2025.;Art. 275. As alíquotas do IBS e da CBS relativas às operações de que trata este Capítulo ficam reduzidas em 40% (quarenta por cento).;Art. 275;Padrão;40;40;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art275
200;Alíquota reduzida em 40%;200048;Hotelaria, Parques de Diversão e Parques Temáticos;Hotelaria, Parques de Diversão e Parques Temáticos, observado o art. 281 da Lei Complementar nº 214, de 2025.;Art. 281. As alíquotas do IBS e da CBS relativas às operações de que trata este Capítulo ficam reduzidas em 40% (quarenta por cento).;Art. 281;Padrão;40;40;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art281
200;Alíquota reduzida em 40%;200049;Transporte coletivo de passageiros rodoviário, ferroviário e hidroviário;Transporte coletivo de passageiros rodoviário, ferroviário e hidroviário intermunicipais e interestaduais, observado o art. 286 da Lei Complementar nº 214, de 2025.;Art. 286. Em relação aos serviços de transporte coletivo de passageiros rodoviário, ferroviário e hidroviário intermunicipais e interestaduais, as alíquotas do IBS e da CBS do regime específico de que trata essa Seção ficam reduzidas em 40% (quarenta por cento).;Art. 286;Padrão;40;40;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art286
200;Alíquota reduzida em 40%;200050;Serviços de transporte aéreo regional coletivo de passageiros ou de carga;Serviços de transporte aéreo regional coletivo de passageiros ou de carga, observado o art. 287 da Lei Complementar nº 214, de 2025.;Art. 287. Ficam reduzidas em 40% (quarenta por cento) as alíquotas do IBS e da CBS incidentes sobre o fornecimento do serviço de transporte aéreo regional coletivo de passageiros ou de carga.;Art. 287;Padrão;40;40;0;0;0;0;0;0;0;01/01/2026;;12/12/2025;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art287
200;Alíquota reduzida em 40%;200051;Agências de Turismo;Agências de Turismo, observado o art. 289 da Lei Complementar nº 214, de 2025.;"Art. 289. Nos demais serviços de intermediação prestados por agências de turismo:
 II - a alíquota é a mesma aplicável aos serviços de hotelaria, parques de diversão e parques temáticos;";Art. 289, II;Padrão;40;40;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art289
