CST-IBS/CBS;Descriá∆o CST-IBS/CBS;cClassTrib;Nome cClassTrib;Descriá∆o cClassTrib;LC Redaá∆o;LC 214/25;Tipo de Al°quota;pRedIBS;pRedCBS;ind_gTribRegular;ind_gCredPresOper;ind_gMonoPadrao;ind_gMonoReten;ind_gMonoRet;ind_gMonoDif;ind_gEstornoCred;dIniVig;dFimVig;DataAtualizaá∆o;indNFeABI;indNFe;indNFCe;indCTe;indCTeOS;indBPe;indBPeTA;indBPeTM;indNF3e;indNFSe;indNFSe Via;indNFCom;indNFAg;indNFGas;indDERE;ANEXO;Link
000;Tributaá∆o integral;000001;Situaá‰es tributadas integralmente pelo IBS e CBS.;Situaá‰es tributadas integralmente pelo IBS e CBS.;;;Padr∆o;0;0;0;0;0;0;0;0;0;01/01/2026;;19/11/2025;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art4
000;Tributaá∆o integral;000002;Exploraá∆o de via;Exploraá∆o de via, observado o art. 11 da Lei Complementar nß 214, de 2025.;"Art. 11. Considera-se local da operaá∆o com:
VIII - serviáo de exploraá∆o de via, mediante cobranáa de valor a qualquer t°tulo, incluindo tarifas, ped†gios e quaisquer outras formas de cobranáa, o territ¢rio de cada Munic°pio e Estado, ou do Distrito Federal, proporcionalmente Ö correspondente extens∆o da via explorada";Art. 11, VIII;Padr∆o;0;0;0;0;0;0;0;0;0;01/01/2026;;19/11/2025;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art11
000;Tributaá∆o integral;000003;Regime automotivo - projetos incentivados (art. 311);Regime automotivo - projetos incentivados, observado o art. 311 da Lei Complementar nß 214, de 2025.;Art. 311. Em relaá∆o aos projetos habilitados Ö fruiá∆o dos benef°cios estabelecidos pelo art. 11-C da Lei nß 9.440, de 14 de maráo de 1997, o crÇdito presumido de que trata o art. 309 desta Lei Complementar ser† calculado mediante a aplicaá∆o dos seguintes percentuais sobre o valor das vendas no mercado interno, em cada màs, dos produtos constantes nos projetos de que trata o art. 309, fabricados ou montados nos estabelecimentos incentivados:;Art. 311;Padr∆o;0;0;0;1;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art311
000;Tributaá∆o integral;000004;Regime automotivo - projetos incentivados (art. 312);Regime automotivo - projetos incentivados, observado o art. 312 da Lei Complementar nß 214, de 2025.;Art. 312. Em relaá∆o aos projetos habilitados Ö fruiá∆o dos benef°cios estabelecidos pelos arts. 1ß a 4ß da Lei nß 9.826, de 23 de agosto de 1999, o crÇdito presumido de que trata o art. 309 desta Lei Complementar corresponder† ao produto da multiplicaá∆o dos seguintes fatores:;Art. 312;Padr∆o;0;0;0;1;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art312
010;Tributaá∆o com al°quotas uniformes - operaá‰es do FGTS;010001;Operaá‰es do FGTS n∆o realizadas pela Caixa Econìmica Federal;Operaá‰es do FGTS n∆o realizadas pela Caixa Econìmica Federal, observado o art. 212 da Lei Complementar nß 214, de 2025.;"Art. 212. As operaá‰es relacionadas ao Fundo de Garantia do Tempo de Serviáo (FGTS) ficam sujeitas Ö incidància do IBS e da CBS, por al°quota nacionalmente uniforme, a ser fixada de modo a manter a carga tribut†ria incidente sobre essas operaá‰es.
 ı 3ß Ficam sujeitas:
 II - Ös al°quotas necess†rias para manter a carga tribut†ria, as operaá‰es previstas nos incisos II e III do ı 2ß deste artigo.";Art. 212;Uniforme setorial;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art212
010;Tributaá∆o com al°quotas uniformes - operaá‰es setor financeiro;010002;Operaá‰es do serviáo financeiro;Operaá‰es do serviáo financeiro;Art. 233. De 2027 a 2033, as al°quotas do IBS e da CBS incidentes sobre os serviáos financeiros de que trata o art. 189 desta Lei Complementar ser∆o fixadas de modo a manter a carga tribut†ria incidente sobre as operaá‰es de crÇdito das instituiá‰es financeiras banc†rias.;Art. 233;Uniforme setorial;0;0;0;0;0;0;0;0;0;01/01/2026;;19/11/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art233
011;Tributaá∆o com al°quotas uniformes reduzidas em 60%;011001;Planos de assistància funer†ria.;Planos de assistància funer†ria, observado o art. 236 da Lei Complementar nß 214, de 2025.;Art. 236. Os planos de assistància funer†ria ficam sujeitos ao disposto nos arts. 234 a 242 desta Lei Complementar.;Art. 236;Uniforme nacional (referància);60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art236
011;Tributaá∆o com al°quotas uniformes reduzidas em 60%;011002;Planos de assistància Ö sa£de;Planos de assistància Ö sa£de, observado o art. 237 da Lei Complementar nß 214, de 2025.;Art. 237. As al°quotas de IBS e de CBS no regime espec°fico de planos de assistància Ö sa£de s∆o nacionalmente uniformes e correspondem Ös al°quotas de referància de cada esfera federativa, reduzidas em 60% (sessenta por cento).;Art. 237;Uniforme nacional (referància);60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art237
011;Tributaá∆o com al°quotas uniformes reduzidas em 60%;011003;Intermediaá∆o de planos de assistància Ö sa£de;Intermediaá∆o de planos de assistància Ö sa£de, observado o art. 240 da Lei Complementar nß 214, de 2025.;Art. 240. Os serviáos de intermediaá∆o de planos de assistància Ö sa£de ficam sujeitos Ö incidància do IBS e da CBS sobre o valor da operaá∆o pela mesma al°quota aplic†vel ao plano de assistància Ö sa£de.;Art. 240;Uniforme nacional (referància);60;60;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art240
011;Tributaá∆o com al°quotas uniformes;011004;Concursos e progn¢sticos;Concursos e progn¢sticos, observado o art. 246 da Lei Complementar nß 214, de 2025.;Art. 246. As al°quotas do IBS e da CBS sobre concursos de progn¢sticos s∆o nacionalmente uniformes e correspondem Ö soma das al°quotas de referància das esferas federativas.;Art. 246;Uniforme nacional (referància);0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art246
011;Tributaá∆o com al°quotas uniformes reduzidas em 30%;011005;Planos de assistància Ö sa£de de animais domÇsticos;Planos de assistància Ö sa£de de animais domÇsticos, observado o art. 243 da Lei Complementar nß 214, de 2025.;Art. 243. Os planos de assistància Ö sa£de de animais domÇsticos ficam sujeitos ao disposto nos arts. 234 a 242 desta Lei Complementar, com exceá∆o das al°quotas aplic†veis, que ser∆o nacionalmente uniformes e corresponder∆o Ö soma das al°quotas de referància de cada esfera federativa, reduzidas em 30% (trinta por cento), vedado o crÇdito ao adquirente.;Art. 243;Uniforme nacional (referància);30;30;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art243
200;Al°quota zero;200001;Aquisiá‰es realizadas entre empresas autorizadas a operar em zonas de processamento de exportaá∆o;Aquisiá‰es de m†quinas, de aparelhos, de instrumentos, de equipamentos, de matÇrias-primas, de produtos intermedi†rios e de materiais de embalagem realizadas entre empresas autorizadas a operar em zonas de processamento de exportaá∆o, observado o art. 103 da Lei Complementar nß 214, de 2025.;"Art. 103. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre os serviáos de transporte:
 I - dos bens de que tratam os arts. 99 e 100 desta Lei Complementar, atÇ as zonas de processamento de exportaá∆o; e
 II - dos bens exportados a partir das zonas de processamento de exportaá∆o.";Art. 103;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art103
200;Al°quota zero;200002;Fornecimento ou importaá∆o para produtor rural n∆o contribuinte ou TAC;Fornecimento ou importaá∆o de tratores, m†quinas e implementos agr°colas, destinados a produtor rural n∆o contribuinte, e de ve°culos de transporte de carga destinados a transportador autìnomo de carga pessoa f°sica n∆o contribuinte, observado o art. 110 da Lei Complementar nß 214, de 2025.;"Art. 110. Ficam reduzidas a zero as al°quotas do IBS e da CBS no fornecimento e na importaá∆o: 
 I - de tratores, m†quinas e implementos agr°colas, destinados a produtor rural n∆o contribuinte de que trata o art. 164; e 
 II - de ve°culos de transporte de carga destinados a transportador autìnomo de carga pessoa f°sica n∆o contribuinte de que trata o art. 169.";Art. 110;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art110
200;Al°quota zero;200003;Vendas de produtos destinados Ö alimentaá∆o humana (Anexo I);Vendas de produtos destinados Ö alimentaá∆o humana relacionados no Anexo I da Lei Complementar nß 214, de 2025, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, que comp‰em a Cesta B†sica Nacional de Alimentos, criada nos termos do art. 8ß da Emenda Constitucional nß 132, de 20 de dezembro de 2023, observado o art. 125 da Lei Complementar nß 214, de 2025.;Art. 125. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre as vendas de produtos destinados Ö alimentaá∆o humana relacionados no Anexo I desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, que comp‰em a Cesta B†sica Nacional de Alimentos, criada nos termos do art. 8ß da Emenda Constitucional nß 132, de 20 de dezembro de 2023.;Art. 125;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art125
200;Al°quota zero;200004;Venda de dispositivos mÇdicos (Anexo XII);Venda de dispositivos mÇdicos com a especificaá∆o das respectivas classificaá‰es da NCM/SH previstas no Anexo XII da Lei Complementar nß 214, de 2025, observado o art. 144 da Lei Complementar nß 214, de 2025.;"Art. 144. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre o fornecimento dos dispositivos mÇdicos relacionados: no Anexo XII desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH; e";Art. 144, I;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;12;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art144
200;Al°quota zero;200005;Venda de dispositivos mÇdicos adquiridos por ¢rg∆os da administraá∆o p£blica (Anexo IV);Venda de dispositivos mÇdicos com a especificaá∆o das respectivas classificaá‰es da NCM/SH previstas no Anexo IV da Lei Complementar nß 214, de 2025, quando adquiridos por ¢rg∆os da administraá∆o p£blica direta, autarquias e fundaá‰es p£blicas, observado o art. 144 da Lei Complementar nß 214, de 2025.;"Art. 144. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre o fornecimento dos dispositivos mÇdicos relacionados:
 II - no Anexo IV desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, caso adquiridos por: a) ¢rg∆os da administraá∆o p£blica direta, autarquias e fundaá‰es p£blicas; e 
 b) as entidades de sa£de imunes ao IBS e Ö CBS que possuam Certificaá∆o de Entidade Beneficente de Assistància Social (CEBAS) por comprovarem a prestaá∆o de serviáos ao SUS, nos termos dos arts. 9ß a 11 da Lei Complementar nß 187, de 16 de dezembro de 2021.";Art. 144, II;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;4;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art144
200;Al°quota zero;200006;Situaá∆o de emergància de sa£de p£blica reconhecida pelo Poder p£blico (Anexo XII);Situaá∆o de emergància de sa£de p£blica reconhecida pelo Poder Legislativo federal, estadual, distrital ou municipal competente, ato conjunto do Ministro da Fazenda e do Comità Gestor do IBS poder† ser editado, a qualquer momento, para incluir dispositivos n∆o listados no Anexo XII da Lei Complementar nß 214, de 2025, limitada a vigància do benef°cio ao per°odo e Ö localidade da emergància de sa£de p£blica, observado o art. 144 da Lei Complementar nß 214, de 2025.;"Art. 144. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre o fornecimento dos dispositivos mÇdicos relacionados:
 ı 3ß Em caso de emergància de sa£de p£blica reconhecida pelo Poder Legislativo federal, estadual, distrital ou municipal competente, ato conjunto do Ministro de Estado da Fazenda e do Comità Gestor do IBS poder† ser editado, a qualquer momento, para incluir dispositivos n∆o listados no Anexo XII desta Lei Complementar, limitada a vigància do benef°cio ao per°odo e Ö localidade da emergància de sa£de p£blica.";Art. 144, ı 3ß;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art144
200;Al°quota zero;200007;Fornecimento dos dispositivos de acessibilidade pr¢prios para pessoas com deficiància (Anexo XIII);Fornecimento dos dispositivos de acessibilidade pr¢prios para pessoas com deficiància relacionados no Anexo XIII da Lei Complementar nß 214, de 2025, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, observado o art. 145 da Lei Complementar nß 214, de 2025.;"Art. 145. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre o fornecimento dos dispositivos de acessibilidade pr¢prios para pessoas com deficiància relacionados: 
 I - no Anexo XIII desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH; e";Art. 145, I;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;13;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art145
200;Al°quota zero;200008;Fornecimento dos dispositivos de acessibilidade pr¢prios para pessoas com deficiància adquiridos por ¢rg∆os da administraá∆o p£blica (Anexo V);Fornecimento dos dispositivos de acessibilidade pr¢prios para pessoas com deficiància relacionados no Anexo V da Lei Complementar nß 214, de 2025, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, quando adquiridos por ¢rg∆os da administraá∆o p£blica direta, autarquias, fundaá‰es p£blicas e entidades imunes, observado o art. 145 da Lei Complementar nß 214, de 2025.;"Art. 145. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre o fornecimento dos dispositivos de acessibilidade pr¢prios para pessoas com deficiància relacionados: II - no Anexo V desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, quando adquiridos por: a) ¢rg∆os da administraá∆o p£blica direta, autarquias e fundaá‰es p£blicas; e b) as entidades de sa£de imunes ao IBS e Ö CBS que possuam CEBAS por comprovarem a prestaá∆o de serviáos ao SUS, nos termos dos arts. 9ß a 11 da Lei Complementar nß 187, de 2021.";Art. 145, II;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art145
200;Al°quota zero;200009;Fornecimento de medicamentos (Anexo XIV);Fornecimento dos medicamentos relacionados no Anexo XIV da Lei Complementar nß 214, de 2025, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, observado o art. 146 da Lei Complementar nß 214, de 2025.;Art. 146. Ficam reduzidas a zero as al°quotas do IBS e da CBS sobre o fornecimento dos medicamentos relacionados no Anexo XIV desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH.;Art. 146;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art146
200;Al°quota zero;200010;Fornecimento dos medicamentos registrados na Anvisa, adquiridos por ¢rg∆os da administraá∆o p£blica;Fornecimento dos medicamentos registrados na Anvisa, quando adquiridos por ¢rg∆os da administraá∆o p£blica direta, autarquias, fundaá‰es p£blicas e entidades imunes, observado o art. 146 da Lei Complementar nß 214, de 2025.;"Art. 146.
 ı 1ß Ficam tambÇm reduzidas a zero as al°quotas do IBS e da CBS sobre o fornecimento de medicamentos registrados na Anvisa, quando adquiridos por: 
 I - ¢rg∆os da administraá∆o p£blica direta, autarquias e fundaá‰es p£blicas; e 
 II - as entidades de sa£de imunes ao IBS e Ö CBS que possuam CEBAS por comprovarem a prestaá∆o de serviáos ao SUS, nos termos dos arts. 9ß a 11 da Lei Complementar nß 187, de 2021.";Art. 146, ı 1ß;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art146
200;Al°quota zero;200011;Fornecimento das composiá‰es para nutriá∆o enteral e parenteral quando adquiridas por ¢rg∆os da administraá∆o p£blica (Anexo VI);Fornecimento das composiá‰es para nutriá∆o enteral e parenteral, composiá‰es especiais e f¢rmulas nutricionais destinadas Ös pessoas com erros inatos do metabolismo relacionadas no Anexo VI da Lei Complementar nß 214, de 2025, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, quando adquiridas por ¢rg∆os da administraá∆o p£blica direta, autarquias e fundaá‰es p£blicas, observado o art. 146 da Lei Complementar nß 214, de 2025.;"Art. 146.
 2ß A reduá∆o de al°quotas de que trata o caput deste artigo aplica-se tambÇm ao fornecimento das composiá‰es para nutriá∆o enteral e parenteral, composiá‰es especiais e f¢rmulas nutricionais destinadas Ös pessoas com erros inatos do metabolismo relacionadas no Anexo VI desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH, quando adquiridas pelos ¢rg∆os e entidades mencionados nos incisos do ı 1ß deste artigo.";Art. 146, ı 2ß;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art146
200;Al°quota zero;200012;Situaá∆o de emergància de sa£de p£blica reconhecida pelo Poder p£blico (Anexo XIV);Situaá∆o de emergància de sa£de p£blica reconhecida pelo Poder Legislativo federal, estadual, distrital ou municipal competente, ato conjunto do Ministro da Fazenda e do Comità Gestor do IBS poder† ser editado, a qualquer momento, para incluir dispositivos n∆o listados no Anexo XIV da Lei Complementar nß 214, de 2025, limitada a vigància do benef°cio ao per°odo e Ö localidade da emergància de sa£de p£blica, observado o art. 146 da Lei Complementar nß 214, de 2025.;"Art. 146.
 ı 4ß Em caso de emergància de sa£de p£blica reconhecida pelo Poder Legislativo federal, estadual, distrital ou municipal competente, ato conjunto do Ministro de Estado da Fazenda e do Comità Gestor do IBS poder† ser editado, a qualquer momento, para incluir medicamentos n∆o listados no Anexo XIV desta Lei Complementar, limitada a vigància do benef°cio ao per°odo e Ö localidade da emergància de sa£de p£blica.";Art. 146, ı 4ß;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art146
200;Al°quota zero;200013;Fornecimento de tamp‰es higiànicos, absorventes higiànicos internos ou externos;Fornecimento de tamp‰es higiànicos, absorventes higiànicos internos ou externos, descart†veis ou reutiliz†veis, calcinhas absorventes e coletores menstruais, observado o art. 147 da Lei Complementar nß 214, de 2025.;"Art. 147. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre o fornecimento dos seguintes produtos de cuidados b†sicos Ö sa£de menstrual: 
 I - tamp‰es higiànicos classificados no c¢digo 9619.00.00 da NCM/SH; 
 II - absorventes higiànicos internos ou externos, descart†veis ou reutiliz†veis, e calcinhas absorventes classificados no c¢digo 9619.00.00 da NCM/SH; e 
 III - coletores menstruais classificados no c¢digo 9619.00.00 da NCM/SH.";Art. 147;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art147
200;Al°quota zero;200014;Fornecimento dos produtos hort°colas, frutas e ovos (Anexo XV);Fornecimento dos produtos hort°colas, frutas e ovos, relacionados no Anexo XV da Lei Complementar nß 214 , de 2025, com a especificaá∆o das respectivas classificaá‰es da NCM/SH e desde que n∆o cozidos, observado o art. 148 da Lei Complementar nß 214, de 2025.;Art. 148. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre o fornecimento dos produtos hort°colas, frutas e ovos relacionados no Anexo XV desta Lei Complementar, com a especificaá∆o das respectivas classificaá‰es da NCM/SH.;Art. 148;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;15;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art148
200;Al°quota zero;200015;Venda de autom¢veis de passageiros de fabricaá∆o nacional adquiridos por motoristas profissionais ou pessoas com deficiància;"Venda de autom¢veis de passageiros de fabricaá∆o nacional de, no m°nimo, 4 (quatro) portas, inclusive a de acesso ao bagageiro, quando adquiridos por motoristas profissionais que exeráam, comprovadamente, em autom¢vel de sua propriedade, atividade de condutor autìnomo de passageiros, na condiá∆o de titular de autorizaá∆o, permiss∆o ou concess∆o do poder p£blico, e que destinem o autom¢vel Ö utilizaá∆o na categoria de aluguel (t†xi), ou por pessoas com deficiància f°sica, visual, auditiva, deficiància mental severa ou profunda, transtorno do espectro autista, com preju°zos na 
 comunicaá∆o social e em padr‰es restritos ou repetitivos de comportamento de n°vel moderado ou grave, nos termos da legislaá∆o relativa Ö matÇria, observado o disposto no art. 149 da Lei Complementar nß 214, de 2025.";Art. 149. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre a venda de autom¢veis de passageiros de fabricaá∆o nacional de, no m°nimo, 4 (quatro) portas, inclusive a de acesso ao bagageiro, quando adquiridos por:;Art. 149;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art149
200;Al°quota zero;200016;Prestaá∆o de serviáos de pesquisa e desenvolvimento por Instituiá∆o Cient°fica, Tecnol¢gica e de Inovaá∆o (ICT);Prestaá∆o de serviáos de pesquisa e desenvolvimento por Instituiá∆o Cient°fica, Tecnol¢gica e de Inovaá∆o (ICT) sem fins lucrativos para a administraá∆o p£blica direta, autarquias e fundaá‰es p£blicas ou para o contribuinte sujeito ao regime regular do IBS e da CBS, observado o disposto no art. 156 da Lei Complementar nß 214, de 2025.;"Art. 156. Ficam reduzidas a zero as al°quotas do IBS e da CBS incidentes sobre a prestaá∆o de serviáos de pesquisa e desenvolvimento por Instituiá∆o Cient°fica, Tecnol¢gica e de Inovaá∆o (ICT) sem fins lucrativos para: 
 I - a administraá∆o p£blica direta, autarquias e fundaá‰es p£blicas; ou II - contribuinte sujeito ao regime regular do IBS e da CBS.";Art. 156;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art156
200;Al°quota zero;200017;Operaá‰es relacionadas ao FGTS;Operaá‰es relacionadas ao FGTS, considerando aquelas necess†rias Ö aplicaá∆o da Lei nß 8.036, de 1990, realizadas pelo Conselho Curador ou Secretaria Executiva do FGTS, observado o art. 212 da Lei Complementar nß 214, de 2025.;"Art. 212. As operaá‰es relacionadas ao Fundo de Garantia do Tempo de Serviáo (FGTS) ficam sujeitas Ö incidància do IBS e da CBS, por al°quota nacionalmente uniforme, a ser fixada de modo a manter a carga tribut†ria incidente sobre essas operaá‰es.
 ı 2ß As operaá‰es relacionadas ao FGTS s∆o aquelas necess†rias Ö aplicaá∆o da Lei nß 8.036, de 11 de maio de 1990, realizadas: 
 I ? pelo agente operador do FGTS;
 ı 3ß Ficam sujeitas:
 I - Ö al°quota zero do IBS e da CBS, as operaá‰es previstas no inciso I do ı 2ß deste artigo;";Art. 212, ı 3ß, I;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art212
200;Al°quota zero;200018;Operaá‰es de resseguro e retrocess∆o;Operaá‰es de resseguro e retrocess∆o ficam sujeitas Ö incidància Ö al°quota zero, inclusive quando os pràmios de resseguro e retrocess∆o forem cedidos ao exterior, observado o art. 223 da Lei Complementar nß 214, de 2025.;"Art. 223. Para fins de determinaá∆o da base de c†lculo, nas operaá‰es de seguros e resseguros de que tratam, respectivamente, os incisos XI e XII do caput do art. 182 desta Lei Complementar:
 ı 4ß As operaá‰es de resseguro e retrocess∆o ficam sujeitas Ö incidància Ö al°quota zero, inclusive quando os pràmios de resseguro e retrocess∆o forem cedidos ao exterior.";Art. 223, ı 4ß;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art223
200;Al°quota zero;200019;Importador dos serviáos financeiros contribuinte;Importador dos serviáos financeiros seja contribuinte que realize as operaá‰es de que tratam os incisos I a V do caput do art. 182, ser† aplicada al°quota zero na importaá∆o, sem preju°zo da manutená∆o do direito de deduá∆o dessas despesas da base de c†lculo do IBS e da CBS, segundo, observado o art. 231 da Lei Complementar nß 214, de 2025.;"Art. 231. Os serviáos financeiros de que trata o art. 182 desta Lei Complementar, quando forem considerados importados, nos termos da Seá∆o II do Cap°tulo IV do T°tulo I deste Livro, ficam sujeitos Ö incidància do IBS e da CBS pela mesma al°quota aplic†vel aos respectivos serviáos financeiros adquiridos de fornecedores domiciliados no Pa°s.
 ı 1ß Na importaá∆o de serviáos financeiros:
 II - nas hip¢teses em que o importador dos serviáos financeiros seja contribuinte do IBS e da CBS sujeito ao regime regular e tenha direito de apropriaá∆o de crÇditos desses tributos na aquisiá∆o do mesmo serviáo financeiro no Pa°s, de acordo com o disposto neste Cap°tulo, ser† aplicada al°quota zero na importaá∆o, e n∆o ser∆o apropriados crÇditos do IBS e da CBS; e";Art. 231, ı 1ß, II;Padr∆o;100;100;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art231
