683,"",25.00,9.79,0.00,244.85
41,"",8.00,58.84,0.00,470.76
445,"",150.00,19.23,0.00,2884.95
676,"",100.00,13.20,0.00,1320.04
166,"",95.00,20.47,0.00,1944.18
677,"",19.00,30.10,0.00,571.99
678,"",116.00,9.96,0.00,1155.55
619,"",40.00,7.31,0.00,292.45
679,"",40.00,29.05,0.00,1161.80
444,"",60.00,29.11,0.00,1746.69
123,"",2.00,14847.27,0.00,29694.55
174,"",2.00,9844.64,0.00,19689.27
682,"",4.00,14.16,0.00,56.64
680,"",10000.00,0.00,0.00,0.00
32,"",1.00,25624.35,0.00,25624.35
637,"",1.00,2407.00,0.00,2407.00
687,"",1.00,34956.45,0.00,34956.45
35,"",24.00,5.31,0.00,127.36
36,"",8.00,8.21,0.00,65.65
37,"",6.00,6.85,0.00,41.10
28,"",1.00,359.80,0.00,359.80
138,"",1.00,278.53,0.00,278.53
175,"",1.00,406.82,0.00,406.82
76,"",2.00,5.29,0.00,10.57
97,"",1.00,2064.93,0.00,2064.93
695,"",191.00,43.74,0.00,8354.85
564,"",1.55,571.52,0.00,885.86
8,"",4.00,40.96,0.00,163.85
690,"",1.00,62500.00,0.00,62500.00
158,"",2.00,143.90,0.00,287.79
62,"",2.00,338.08,0.00,676.16
64,"",2.00,786.79,0.00,1573.59
65,"",2.00,349.60,0.00,699.20
59,"",2.00,370.42,0.00,740.84
60,"",2.00,247.19,0.00,494.38
61,"",2.00,1850.26,0.00,3700.51
565,"",1.20,98.00,0.00,117.89
48,"",7.00,71.64,0.00,501.46
126,"",2.00,46.18,0.00,92.36
50,"",2.00,54.59,0.00,109.17
110,"",1.00,57.36,0.00,57.36
694,"",1.00,559.87,0.00,559.87
697,"",1.00,829.17,0.00,829.17
698,"",1.00,394.25,0.00,394.25
699,"",13.46,1.53,0.00,20.60
148,"",1.00,16084.06,0.00,16084.06
135,"",1.00,107.50,0.00,107.50
136,"",1.00,93.79,0.00,93.79
137,"",1.00,93.79,0.00,93.79
141,"",2.00,3691.34,0.00,7382.68
700,"",2.00,3478.57,0.00,6957.15
52,"",2.00,11.77,0.00,23.54
109,"",1.00,11.56,0.00,11.56
131,"",1.00,2043.71,0.00,2043.71
707,"",600.00,0.28,0.00,169.04
706,"",6100.00,0.08,0.00,504.20
704,"",6300.00,0.03,0.00,157.28
708,"",100.00,7.41,0.00,740.72
709,"",1.00,5478.00,0.00,5478.00
529,"",140.00,172.06,0.00,24088.45
710,"",1.00,570.00,0.00,570.00
656,"",950.00,12.27,0.00,11658.25
3,"",5.00,27.61,0.00,138.03
391,"",30.00,154.59,0.00,4637.63
392,"",30.00,154.59,0.00,4637.63
385,"",101.00,247.56,0.00,25003.71
527,"",111.14,351.86,0.00,39107.28
556,"",10.05,748.80,0.00,7525.43
557,"",10.05,748.78,0.00,7525.28
558,"",10.05,926.23,0.00,9308.66
386,"",101.00,44.82,0.00,4527.07
647,"",96.00,270.48,0.00,25966.08
649,"",316.00,247.68,0.00,78268.05
650,"",444.00,269.47,0.00,119645.97
652,"",1236.00,235.03,0.00,290496.04
653,"",96.00,251.34,0.00,24128.65
718,"",3.50,390.61,0.00,1367.13
648,"",110.00,278.73,0.00,30660.78
714,"",1.00,3768.53,0.00,3768.53
715,"",2.00,40.23,0.00,80.46
509,"",19.65,45.99,0.00,903.67
628,"",54.75,0.00,0.00,0.01
725,"",217.05,3.45,0.00,749.17
180,"",1.00,2692.80,0.00,2692.80
142,"",1.00,378.86,0.00,378.86
726,"",2.00,5984.82,0.00,11969.65
157,"",2.00,1102.73,0.00,2205.46
168,"",2.00,41.52,0.00,83.05
85,"",30.00,3.27,0.00,98.10
15,"",3.00,2.38,0.00,7.13
14,"",17.00,1.49,0.00,25.36
77,"",1.00,164.02,0.00,164.02
40,"",1.00,232.79,0.00,232.79
728,"",1.00,205.69,0.00,205.69
730,"",2.00,1171.92,0.00,2343.84
731,"",1.00,714.04,0.00,714.04
118,"",1.00,125.95,0.00,125.95
47,"",1.00,621.75,0.00,621.75
92,"",2.00,29.09,0.00,58.18
91,"",1.00,225.13,0.00,225.13
25,"",10.00,57.84,0.00,578.45
734,"",18440.00,0.31,0.00,5737.38
