1082514282000100250234947     UNIANDRA COMERCIO DE ARTIGOS DE VESFLORIANOPOLIS                 SC48322491792018070120180731331
5080485287000126ISENTO        20180712SC552  0080375929P000000001482000000000000000000000000000000000000000000000000148201700N
5082514282000290255918461     20180713SC552  0041681152T000000002886200000000000000000000000000000000000000000000000288620000N
5082514282000371258508205     20180713SC551  0005801152T000000048386500000000000000000000000000000000000000000000004838650000N
5082514282000371258508205     20180713SC551  0005811152T000000001159000000000000000000000000000000000000000000000000115900000N
5082514282000371258508205     20180713SC551  0005851152T000000002394000000000000000000000000000000000000000000000000239400000N
5082514282000371258508205     20180713SC551  0005861152T000000000644500000000000000000000000000000000000000000000000064450000N
5082514282000371258508205     20180713SC551  0005871152T000000042340000000000000000000000000000000000000000000000004234000000N
5000014822131840ISENTO        20180713SC552  0080381201P000000001949000000000000000000000000000000000000000000000000194900000N
5082514282000290255918461     20180714SC552  0080395151P000000000389500000000000000000000000000000000000000000000000038951700N
5082514282000371258508205     20180714SC552  0080415151P000000000650000000000000000000000000000000000000000000000000065001700N
5082514282000290255918461     20180714SC552  0080405152P000000000193000000000000000000000000000000000000000000000000019301200N
5082514282000290255918461     20180716SC552  0041621152T000000007175100000000000000000000000000000000000000000000000717510000N
5082514282000290255918461     20180716SC552  0040201152T000000000479000000000000000000000000000000000000000000000000047900000N
5082514282000290255918461     20180716SC552  0041161152T000000001893300000000000000000000000000000000000000000000000189330000N
5082514282000290255918461     20180716SC552  0041491152T000000001671800000000000000000000000000000000000000000000000167180000N
5082514282000290255918461     20180716SC552  0041611152T000000001155900000000000000000000000000000000000000000000000115590000N
5082514282000290255918461     20180716SC552  0041631152T000000001238500000000000000000000000000000000000000000000000123850000N
5082514282000290255918461     20180716SC552  0041721152T000000000828100000000000000000000000000000000000000000000000082810000N
5082514282000290255918461     20180716SC552  0041731152T000000001700300000000000000000000000000000000000000000000000170030000N
5082514282000290255918461     20180716SC552  0036741152T000000000327700000000000000000000000000000000000000000000000032770000N
5082514282000290255918461     20180716SC552  0036731152T000000000232600000000000000000000000000000000000000000000000023260000N
5082514282000290255918461     20180716SC552  0080425151P000000007174900000000000000000000000000000000000000000000000717491700N
5082514282000290255918461     20180716SC552  0080445151P000000001361500000000000000000000000000000000000000000000000136151700N
50977489580001052410000252    20180716RS552  0080436202P000000001092400000000109240000000001311000000000000000000000000001200N
5082514282000371258508205     20180717SC551  0004971152T000000000995000000000000000000000000000000000000000000000000099500000N
5082514282000290255918461     20180717SC552  0041771152T000000000788400000000000000000000000000000000000000000000000078840000N
5082514282000290255918461     20180717SC552  0041761152T000000004426000000000000000000000000000000000000000000000000442600000N
5082514282000371258508205     20180717SC551  0005911152T000000007295300000000000000000000000000000000000000000000000729530000N
5000088772497904ISENTO        20180717SC552  0080451201P000000000780000000000000000000000000000000000000000000000000078000000N
5082514282000290255918461     20180718SC552  0041391152T000000004785500000000000000000000000000000000000000000000000478550000N
5082514282000290255918461     20180718SC552  0041811152T000000000532700000000000000000000000000000000000000000000000053270000N
5082514282000371258508205     20180718SC551  0005951152T000000010464000000000000000000000000000000000000000000000001046400000N
5000000449087921ISENTO        20180718SC552  0080461201P000000002199000000000000000000000000000000000000000000000000219900000N
5082514282000371258508205     20180719SC551  0006021152T000000002364000000000000000000000000000000000000000000000000236400000N
5082514282000371258508205     20180719SC551  0005981152T000000004290000000000000000000000000000000000000000000000000429000000N
5082514282000371258508205     20180719SC551  0005971152T000000000890000000000000000000000000000000000000000000000000089000000N
5000000505230909ISENTO        20180719SC552  0080471201P000000001799000000000000000000000000000000000000000000000000179900000N
5000009865149770ISENTO        20180719SC552  0080491201P000000001117000000000000000000000000000000000000000000000000111700000N
5082514282000290255918461     20180719SC552  0080485151P000000000890000000000000000000000000000000000000000000000000089001200N
5082514282000290255918461     20180719SC552  0080485151P000000009696300000000000000000000000000000000000000000000000969631700N
5082514282000371258508205     20180719SC552  0080505151P000000002614000000000000000000000000000000000000000000000000261401700N
5082514282000371258508205     20180719SC552  0080515151P000000001020600000000000000000000000000000000000000000000000102061700N
5082514282000371258508205     20180719SC552  0080525151P000000000156100000000000000000000000000000000000000000000000015611700N
5082514282000290255918461     20180723SC552  0041831152T000000001556400000000000000000000000000000000000000000000000155640000N
5082514282000290255918461     20180723SC552  0041841152T000000000953600000000000000000000000000000000000000000000000095360000N
5082514282000371258508205     20180723SC551  0006071152T000000004234500000000000000000000000000000000000000000000000423450000N
5082514282000290255918461     20180723SC552  0041861152T000000001301300000000000000000000000000000000000000000000000130130000N
5019268141000118258222000     20180723SC552  0080531201P000000002480000000000000000000000000000000000000000000000000248000000N
5082514282000290255918461     20180723SC552  0080545151P000000002611700000000000000000000000000000000000000000000000261171700N
5000086180100900ISENTO        20180723SC552  0080555929P000000001304000000000000000000000000000000000000000000000000130401200N
5082514282000290255918461     20180724SC552  0041921152T000000001736700000000000000000000000000000000000000000000000173670000N
5082514282000371258508205     20180724SC551  0006131152T000000004188000000000000000000000000000000000000000000000000418800000N
5082514282000371258508205     20180724SC551  0006111152T000000012367000000000000000000000000000000000000000000000001236700000N
5082514282000290255918461     20180724SC552  0080575151P000000001387500000000000000000000000000000000000000000000000138751700N
5082514282000290255918461     20180724SC552  0080585151P000000001736700000000000000000000000000000000000000000000000173671700N
5082514282000290255918461     20180724SC552  0080595151P000000000319000000000000000000000000000000000000000000000000031901700N
5085385912000181ISENTO        20180724SC552  0080565929P000000000692500000000000000000000000000000000000000000000000069251200N
5082514282000371258508205     20180725SC551  0006161152T000000000349000000000000000000000000000000000000000000000000034900000N
50977489580001052410000252    20180725RS552  0080602949P000000001092400000000000000000000000000000000000000000000000109240000N
5082514282000371258508205     20180726SC551  0006211152T000000002917500000000000000000000000000000000000000000000000291750000N
5082514282000371258508205     20180726SC551  0006191152T000000003396500000000000000000000000000000000000000000000000339650000N
5082514282000371258508205     20180726SC551  0006181152T000000000356000000000000000000000000000000000000000000000000035600000N
5082514282000371258508205     20180726SC551  0006171152T000000000730000000000000000000000000000000000000000000000000073000000N
5082514282000290255918461     20180726SC552  0080615151P000000004745000000000000000000000000000000000000000000000000474501700N
5082514282000290255918461     20180726SC552  0080625152P000000001180900000000000000000000000000000000000000000000000118091200N
5082514282000290255918461     20180726SC552  0080625152P000000000264100000000000000000000000000000000000000000000000026411700N
5082514282000290255918461     20180726SC552  0080635152P000000000106200000000000000000000000000000000000000000000000010621200N
5082514282000290255918461     20180726SC552  0080645152P000000001092400000000000000000000000000000000000000000000000109241200N
5082514282000371258508205     20180727SC551  0006301152T000000000838000000000000000000000000000000000000000000000000083800000N
5082514282000371258508205     20180727SC551  0006291152T000000001500000000000000000000000000000000000000000000000000150000000N
5082514282000371258508205     20180727SC551  0006251152T000000008144500000000000000000000000000000000000000000000000814450000N
5082514282000290255918461     20180727SC552  0041941152T000000001823800000000000000000000000000000000000000000000000182380000N
5082514282000290255918461     20180727SC552  0041931152T000000000534000000000000000000000000000000000000000000000000053400000N
5082514282000371258508205     20180727SC551  0006321152T000000014276500000000000000000000000000000000000000000000001427650000N
5082514282000290255918461     20180727SC552  0041981152T000000000666500000000000000000000000000000000000000000000000066650000N
5082514282000290255918461     20180727SC552  0041971152T000000000729000000000000000000000000000000000000000000000000072900000N
5082514282000290255918461     20180727SC552  0080655151P000000000299000000000000000000000000000000000000000000000000029901700N
5082514282000371258508205     20180728SC551  0006101152T000000026623600000000000000000000000000000000000000000000002662360000N
5027844178000175ISENTO        20180728SC552  0080675101P000000028397500000000000000000000000000000000000000000000002839751200N
5027844178000175ISENTO        20180728SC552  0080675101P000000024989500000000000000000000000000000000000000000000002498951700N
5082514282000290255918461     20180728SC552  0080665151P000000001680500000000000000000000000000000000000000000000000168051700N
5082514282000290255918461     20180730SC552  0042011152T000000001694500000000000000000000000000000000000000000000000169450000N
5082514282000290255918461     20180730SC552  0042021152T000000000349000000000000000000000000000000000000000000000000034900000N
5082514282000290255918461     20180730SC552  0042001152T000000001009200000000000000000000000000000000000000000000000100920000N
5082514282000290255918461     20180730SC552  0042031152T000000003039600000000000000000000000000000000000000000000000303960000N
5082514282000371258508205     20180730SC551  0006041152T000000056458500000000000000000000000000000000000000000000005645850000N
5082514282000371258508205     20180730SC551  0006241152T000000026295000000000000000000000000000000000000000000000002629500000N
5082514282000371258508205     20180730SC551  0006081152T000000004614500000000000000000000000000000000000000000000000461450000N
5082514282000371258508205     20180730SC551  0006311152T000000009004500000000000000000000000000000000000000000000000900450000N
5082514282000371258508205     20180730SC551  0006361152T000000001945000000000000000000000000000000000000000000000000194500000N
5082514282000371258508205     20180730SC551  0006341152T000000004086500000000000000000000000000000000000000000000000408650000N
5000057876622968ISENTO        20180730SC552  0080681201P000000001670000000000000000000000000000000000000000000000000167000000N
5000004585937960ISENTO        20180730SC552  0080691201P000000000549000000000000000000000000000000000000000000000000054900000N
5082514282000290255918461     20180730SC552  0080705152P000000000345000000000000000000000000000000000000000000000000034501200N
5000070740950959ISENTO        20180731SC552  0080731201P000000000609000000000000000000000000000000000000000000000000060900000N
5000010706756878ISENTO        20180731SC552  0080751201P000000000888000000000000000000000000000000000000000000000000088800000N
5079885794000178ISENTO        20180731SC552  0080725101P000000165875000000000000000000000000000000000000000000000016587501700N
5082514282000290255918461     20180731SC552  0080715151P000000000656700000000000000000000000000000000000000000000000065671700N
5082514282000290255918461     20180731SC552  0080745151P000000000218900000000000000000000000000000000000000000000000021891700N
60M20180702EP1216100000000090900032D01304901307100034300100000000002332700000000168502110                                     
60A20180702EP1216100000000090900700000000000000                                                                               
60A20180702EP1216100000000090901200000000081673                                                                               
60A20180702EP1216100000000090901700000000081197                                                                               
60A20180702EP1216100000000090902500000000000000                                                                               
60A20180702EP121610000000009090CANC000000018990                                                                               
60A20180702EP121610000000009090DESC000000051410                                                                               
60A20180702EP121610000000009090F   000000000000                                                                               
60A20180702EP121610000000009090I   000000000000                                                                               
60A20180702EP121610000000009090ISS 000000000000                                                                               
60A20180702EP121610000000009090N   000000000000                                                                               
60D20180702EP1216100000000090901073945       00000000010000000000000018990000000000001899012000000000227880                   
60D20180702EP1216100000000090901074201       00000000010000000000000017990000000000001799012000000000215880                   
60D20180702EP1216100000000090901074233       00000000010000000000000019990000000000001999012000000000239880                   
60D20180702EP1216100000000090901074405       00000000010000000000000007990000000000000799017000000000135830                   
60D20180702EP1216100000000090901102826       00000000010000000000000018990000000000001899012000000000227880                   
60D20180702EP1216100000000090901103126       00000000010000000000000016990000000000001699012000000000203880                   
60D20180702EP1216100000000090901131166       00000000010000000000000018990000000000001899012000000000227880                   
60D20180702EP1216100000000090901133203       00000000010000000000000008890000000000000889017000000000151130                   
60D20180702EP1216100000000090901136203       00000000010000000000000001500000000000000150012000000000018000                   
60D20180702EP12161000000000909015101         00000000010000000000000001800000000000000180012000000000021600                   
60D20180702EP12161000000000909017879         00000000010000000000000003390000000000000339012000000000040680                   
60D20180702EP1216100000000090901854          00000000010000000000000005590000000000000559017000000000095030                   
60D20180702EP12161000000000909021654         00000000010000000000000005990000000000000599017000000000101830                   
60D20180702EP1216100000000090902264          00000000010000000000000007690000000000000769017000000000130730                   
60D20180702EP12161000000000909024703         00000000010000000000000007990000000000000799017000000000135830                   
60D20180702EP12161000000000909025820         00000000020000000000000013380000000000001338017000000000227460                   
60D20180702EP12161000000000909029711         00000000010000000000000005790000000000000579017000000000098430                   
60D20180702EP12161000000000909055685         00000000010000000000000011990000000000001199012000000000143880                   
60D20180702EP1216100000000090905647          00000000040000000000000019560000000000001956017000000000332520                   
60D20180702EP1216100000000090909287          00000000010000000000000000790000000000000079012000000000009480                   
60M20180703EP1216100000000090900002D01307401312300034400100000000005251800000000169027290                                     
60A20180703EP1216100000000090900700000000000000                                                                               
60A20180703EP1216100000000090901200000000139852                                                                               
60A20180703EP1216100000000090901700000000289164                                                                               
60A20180703EP1216100000000090902500000000000000                                                                               
60A20180703EP121610000000009090CANC000000049770                                                                               
60A20180703EP121610000000009090DESC000000046394                                                                               
60A20180703EP121610000000009090F   000000000000                                                                               
60A20180703EP121610000000009090I   000000000000                                                                               
60A20180703EP121610000000009090ISS 000000000000                                                                               
60A20180703EP121610000000009090N   000000000000                                                                               
60M20180704EP1216100000000090900002D01312501317100034500100000000005063500000000169533640                                     
60A20180704EP1216100000000090900700000000000000                                                                               
60A20180704EP1216100000000090901200000000113265                                                                               
60A20180704EP1216100000000090901700000000241178                                                                               
60A20180704EP1216100000000090902500000000000000                                                                               
60A20180704EP121610000000009090CANC000000099180                                                                               
60A20180704EP121610000000009090DESC000000035975                                                                               
60A20180704EP121610000000009090F   000000016752                                                                               
60A20180704EP121610000000009090I   000000000000                                                                               
60A20180704EP121610000000009090ISS 000000000000                                                                               
60A20180704EP121610000000009090N   000000000000                                                                               
60M20180705EP1216100000000090900002D01317301321700034600100000000002540600000000169787700                                     
60A20180705EP1216100000000090900700000000000000                                                                               
60A20180705EP1216100000000090901200000000083288                                                                               
60A20180705EP1216100000000090901700000000134137                                                                               
60A20180705EP1216100000000090902500000000000000                                                                               
60A20180705EP121610000000009090CANC000000008780                                                                               
60A20180705EP121610000000009090DESC000000027255                                                                               
60A20180705EP121610000000009090F   000000000600                                                                               
60A20180705EP121610000000009090I   000000000000                                                                               
60A20180705EP121610000000009090ISS 000000000000                                                                               
60A20180705EP121610000000009090N   000000000000                                                                               
60M20180706EP1216100000000090900002D01321901325200034700100000000002746100000000170062310                                     
60A20180706EP1216100000000090900700000000000000                                                                               
60A20180706EP1216100000000090901200000000146257                                                                               
60A20180706EP1216100000000090901700000000094210                                                                               
60A20180706EP1216100000000090902500000000000000                                                                               
60A20180706EP121610000000009090CANC000000000000                                                                               
60A20180706EP121610000000009090DESC000000032343                                                                               
60A20180706EP121610000000009090F   000000001800                                                                               
60A20180706EP121610000000009090I   000000000000                                                                               
60A20180706EP121610000000009090ISS 000000000000                                                                               
60A20180706EP121610000000009090N   000000000000                                                                               
60M20180707EP1216100000000090900002D01325401327800034800100000000002439500000000170306260                                     
60A20180707EP1216100000000090900700000000000000                                                                               
60A20180707EP1216100000000090901200000000116586                                                                               
60A20180707EP1216100000000090901700000000078667                                                                               
60A20180707EP1216100000000090902500000000000000                                                                               
60A20180707EP121610000000009090CANC000000014490                                                                               
60A20180707EP121610000000009090DESC000000034207                                                                               
60A20180707EP121610000000009090F   000000000000                                                                               
60A20180707EP121610000000009090I   000000000000                                                                               
60A20180707EP121610000000009090ISS 000000000000                                                                               
60A20180707EP121610000000009090N   000000000000                                                                               
60M20180709EP1216100000000090900002D01328001330600034900100000000001882000000000170494460                                     
60A20180709EP1216100000000090900700000000000000                                                                               
60A20180709EP1216100000000090901200000000030550                                                                               
60A20180709EP1216100000000090901700000000114449                                                                               
60A20180709EP1216100000000090902500000000000000                                                                               
60A20180709EP121610000000009090CANC000000039150                                                                               
60A20180709EP121610000000009090DESC000000004051                                                                               
60A20180709EP121610000000009090F   000000000000                                                                               
60A20180709EP121610000000009090I   000000000000                                                                               
60A20180709EP121610000000009090ISS 000000000000                                                                               
60A20180709EP121610000000009090N   000000000000                                                                               
60M20180710EP1216100000000090900002D01330801334700035000100000000003931800000000170887640                                     
60A20180710EP1216100000000090900700000000000000                                                                               
60A20180710EP1216100000000090901200000000138698                                                                               
60A20180710EP1216100000000090901700000000140113                                                                               
60A20180710EP1216100000000090902500000000000000                                                                               
60A20180710EP121610000000009090CANC000000047560                                                                               
60A20180710EP121610000000009090DESC000000063319                                                                               
60A20180710EP121610000000009090F   000000003490                                                                               
60A20180710EP121610000000009090I   000000000000                                                                               
60A20180710EP121610000000009090ISS 000000000000                                                                               
60A20180710EP121610000000009090N   000000000000                                                                               
60M20180711EP1216100000000090900032D01334901341200035100100000000003376600000000171225300                                     
60A20180711EP1216100000000090900700000000000000                                                                               
60A20180711EP1216100000000090901200000000129073                                                                               
60A20180711EP1216100000000090901700000000079768                                                                               
60A20180711EP1216100000000090902500000000000000                                                                               
60A20180711EP121610000000009090CANC000000066310                                                                               
60A20180711EP121610000000009090DESC000000059019                                                                               
60A20180711EP121610000000009090F   000000003490                                                                               
60A20180711EP121610000000009090I   000000000000                                                                               
60A20180711EP121610000000009090ISS 000000000000                                                                               
60A20180711EP121610000000009090N   000000000000                                                                               
60D20180711EP1216100000000090901007311       00000000020000000000000009580000000000000958017000000000162860                   
60D20180711EP1216100000000090901008103       00000000020000000000000006400000000000000640017000000000108800                   
60D20180711EP1216100000000090901018203       00000000020000000000000015380000000000001538017000000000261460                   
60D20180711EP1216100000000090901070202       00000000020000000000000009980000000000000998017000000000169660                   
60D20180711EP1216100000000090901073945       00000000010000000000000018990000000000001899012000000000227880                   
60D20180711EP1216100000000090901074205       00000000010000000000000017990000000000001799012000000000215880                   
60D20180711EP1216100000000090901074211       00000000010000000000000017990000000000001799012000000000215880                   
60D20180711EP1216100000000090901074217       00000000010000000000000017990000000000001799012000000000215880                   
60D20180711EP1216100000000090901075404       00000000010000000000000007990000000000000799012000000000095880                   
60D20180711EP1216100000000090901083          00000000010000000000000000790000000000000079012000000000009480                   
60D20180711EP1216100000000090901110          00000000030000000000000004770000000000000477017000000000081090                   
60D20180711EP1216100000000090901131157       00000000010000000000000018990000000000001899012000000000227880                   
60D20180711EP1216100000000090901131158       00000000010000000000000018990000000000001899012000000000227880                   
60D20180711EP1216100000000090901131164       00000000010000000000000018990000000000001899012000000000227880                   
60D20180711EP1216100000000090901131176       00000000010000000000000019990000000000001999012000000000239880                   
60D20180711EP1216100000000090901134904       00000000010000000000000004990000000000000499017000000000084830                   
60D20180711EP12161000000000909011804         00000000020000000000000007800000000000000780017000000000132600                   
60D20180711EP12161000000000909012799         00000000010000000000000002800000000000000280017000000000047600                   
60D20180711EP12161000000000909013935         00000000010000000000000003500000000000000350017000000000059500                   
60D20180711EP12161000000000909014011         00000000010000000000000002200000000000000220017000000000037400                   
60D20180711EP12161000000000909014302         00000000020000000000000000980000000000000098012000000000011760                   
60D20180711EP12161000000000909014932         00000000010000000000000002600000000000000260017000000000044200                   
60D20180711EP12161000000000909014933         00000000010000000000000002800000000000000280017000000000047600                   
60D20180711EP12161000000000909015383         00000000010000000000000005790000000000000579017000000000098430                   
60D20180711EP12161000000000909017955         000000000200000000000000069800000000000000000F   0000000000000                   
60D20180711EP1216100000000090901816          00000000010000000000000005390000000000000539017000000000091630                   
60D20180711EP12161000000000909044915         00000000020000000000000019800000000000001980012000000000237600                   
60D20180711EP1216100000000090905112          00000000010000000000000004790000000000000479017000000000081430                   
60D20180711EP12161000000000909055687         00000000010000000000000011990000000000001199012000000000143880                   
60D20180711EP12161000000000909062305         00000000010000000000000006190000000000000619017000000000105230                   
60D20180711EP12161000000000909062311         00000000010000000000000005790000000000000579017000000000098430                   
60M20180712EP1216100000000090900032D01338001343800035200100000000002771900000000000277190                                     
60A20180712EP1216100000000090900700000000000000                                                                               
60A20180712EP1216100000000090901200000000061772                                                                               
60A20180712EP1216100000000090901700000000094421                                                                               
60A20180712EP1216100000000090902500000000000000                                                                               
60A20180712EP121610000000009090CANC000000117850                                                                               
60A20180712EP121610000000009090DESC000000003147                                                                               
60A20180712EP121610000000009090F   000000000000                                                                               
60A20180712EP121610000000009090I   000000000000                                                                               
60A20180712EP121610000000009090ISS 000000000000                                                                               
60A20180712EP121610000000009090N   000000000000                                                                               
60D20180712EP1216100000000090901022200       00000000010000000000000005490000000000000549017000000000093330                   
60D20180712EP1216100000000090901050744       00000000010000000000000008900000000000000890017000000000151300                   
60D20180712EP1216100000000090901073956       00000000010000000000000018990000000000001899012000000000227880                   
60D20180712EP1216100000000090901075500       00000000010000000000000003190000000000000319012000000000038280                   
60D20180712EP1216100000000090901080943       00000000010000000000000014900000000000001490017000000000253300                   
60D20180712EP1216100000000090901080945       00000000010000000000000014900000000000001490017000000000253300                   
60D20180712EP1216100000000090901094501       00000000010000000000000009990000000000000999017000000000169830                   
60D20180712EP1216100000000090901095510       00000000020000000000000014580000000000001458017000000000247860                   
60D20180712EP1216100000000090901099203       00000000010000000000000007790000000000000779012000000000093480                   
60D20180712EP12161000000000909011228         00000000020000000000000014580000000000001458017000000000247860                   
60D20180712EP1216100000000090901131139       00000000010000000000000021990000000000002199012000000000263880                   
60D20180712EP1216100000000090901131400       00000000010000000000000002490000000000000249017000000000042330                   
60D20180712EP1216100000000090901132100       00000000010000000000000004290000000000000429017000000000072930                   
60D20180712EP12161000000000909011803         00000000010000000000000003900000000000000390017000000000066300                   
60D20180712EP12161000000000909011914         00000000180000000000000046800000000000004680017000000000795600                   
60D20180712EP12161000000000909015104         00000000010000000000000002190000000000000219012000000000026280                   
60D20180712EP12161000000000909015382         00000000010000000000000005790000000000000579017000000000098430                   
60D20180712EP12161000000000909015388         00000000010000000000000005990000000000000599017000000000101830                   
60D20180712EP12161000000000909015660         00000000010000000000000009900000000000000990017000000000168300                   
60D20180712EP1216100000000090901830          00000000020000000000000010780000000000001078017000000000183260                   
60D20180712EP1216100000000090902405          00000000010000000000000001590000000000000159017000000000027030                   
60D20180712EP12161000000000909033442         00000000020000000000000005200000000000000520017000000000088400                   
60D20180712EP1216100000000090903401          00000000010000000000000001240000000000000124012000000000014880                   
60D20180712EP1216100000000090904633          00000000010000000000000003990000000000000399012000000000047880                   
60D20180712EP1216100000000090907518          00000000010000000000000003390000000000000339012000000000040680                   
60D20180712EP1216100000000090908679          00000000020000000000000006580000000000000658017000000000111860                   
60D20180712EP1216100000000090909776          00000000020000000000000009980000000000000998017000000000169660                   
60M20180713EP1216100000000090900032D01341401345200035300100000000002254200000000000225420                                     
