1082514282000100250234947     UNIANDRA COMERCIO DE ARTIGOS DE VESFLORIANOPOLIS                 SC48322491792019050120190531331
60D20190507EP1216100000000090905647          00000000010000000000000005140000000000000514017000000000087380                   
60D20190507EP1216100000000090905661          00000000020000000000000011180000000000001118017000000000190060                   
60D20190507EP1216100000000090905906          00000000010000000000000007390000000000000739017000000000125630                   
60D20190507EP12161000000000909059404         00000000010000000000000004750000000000000475017000000000080750                   
60D20190507EP121610000000009090642           00000000010000000000000004590000000000000459017000000000078030                   
60D20190507EP1216100000000090907974          00000000020000000000000007980000000000000798017000000000135660                   
60D20190507EP1216100000000090907976          00000000030000000000000011970000000000001197017000000000203490                   
60D20190507EP1216100000000090908785          00000000010000000000000004520000000000000452017000000000076840                   
60D20190507EP1216100000000090909447          00000000010000000000000002100000000000000210017000000000035700                   
60D20190507EP1216100000000090909867          00000000010000000000000006390000000000000639017000000000108630                   
60M20190508EP1216100000000090900032D02313802318700058400100000000005019200000000298939947                                     
60A20190508EP1216100000000090901200000000121359                                                                               
60A20190508EP1216100000000090901700000000342194                                                                               
60A20190508EP121610000000009090CANC000000014930                                                                               
60A20190508EP121610000000009090DESC000000014364                                                                               
60A20190508EP121610000000009090F   000000009073                                                                               
60D20190508EP121610000000009090000000000349  00000000010000000000000004750000000000000475017000000000080750                   
60D20190508EP121610000000009090000000005184  00000000010000000000000004790000000000000479017000000000081430                   
60D20190508EP121610000000009090000000059404  00000000030000000000000014250000000000001425017000000000242250                   
60D20190508EP12161000000000909001001419      00000000010000000000000002100000000000000210017000000000035700                   
60D20190508EP12161000000000909001066903      00000000010000000000000001640000000000000164012000000000019680                   
60D20190508EP12161000000000909001150200      00000000010000000000000001490000000000000149012000000000017880                   
60D20190508EP12161000000000909001150400      00000000010000000000000002890000000000000289012000000000034680                   
60D20190508EP121610000000009090015107        00000000010000000000000002230000000000000223012000000000026760                   
60D20190508EP121610000000009090015488        00000000010000000000000002490000000000000249012000000000029880                   
60D20190508EP121610000000009090017915        000000000100000000000000036900000000000000000F   0000000000000                   
60D20190508EP121610000000009090025331        00000000010000000000000005240000000000000524017000000000089080                   
60D20190508EP121610000000009090028882        00000000010000000000000005660000000000000566017000000000096220                   
60D20190508EP12161000000000909002951         00000000020000000000000009500000000000000950017000000000161500                   
60D20190508EP121610000000009090029704        00000000020000000000000011520000000000001152017000000000195840                   
60D20190508EP121610000000009090030922        00000000010000000000000005350000000000000535017000000000090950                   
60D20190508EP121610000000009090043895        00000000010000000000000007990000000000000799012000000000095880                   
60D20190508EP121610000000009090063029        00000000010000000000000008750000000000000875012000000000105000                   
60D20190508EP1216100000000090901007302       00000000020000000000000009580000000000000958017000000000162860                   
60D20190508EP1216100000000090901008104       00000000010000000000000003500000000000000350017000000000059500                   
60D20190508EP1216100000000090901008136       00000000010000000000000003390000000000000339017000000000057630                   
60D20190508EP1216100000000090901026900       00000000010000000000000003590000000000000359017000000000061030                   
60D20190508EP1216100000000090901069200       00000000010000000000000005690000000000000569017000000000096730                   
60D20190508EP1216100000000090901069500       000000000100000000000000028900000000000000000F   0000000000000                   
60D20190508EP1216100000000090901074404       00000000010000000000000007990000000000000799017000000000135830                   
60D20190508EP12161000000000909011295         00000000020000000000000009180000000000000918017000000000156060                   
60D20190508EP1216100000000090901130603       00000000010000000000000004090000000000000409017000000000069530                   
60D20190508EP1216100000000090901130604       00000000010000000000000004090000000000000409017000000000069530                   
60D20190508EP1216100000000090901140116       00000000010000000000000012990000000000001299012000000000155880                   
60D20190508EP1216100000000090901152305       00000000010000000000000009690000000000000969012000000000116280                   
60D20190508EP1216100000000090901152310       00000000010000000000000009690000000000000969012000000000116280                   
60D20190508EP1216100000000090901154005       00000000010000000000000017990000000000001799012000000000215880                   
60D20190508EP12161000000000909012782         00000000010000000000000002950000000000000295017000000000050150                   
60D20190508EP12161000000000909012813         00000000010000000000000002190000000000000219012000000000026280                   
60D20190508EP12161000000000909014306         00000000020000000000000002380000000000000238012000000000028560                   
60D20190508EP12161000000000909014705         00000000020000000000000006380000000000000638017000000000108460                   
60D20190508EP12161000000000909014706         00000000030000000000000010170000000000001017017000000000172890                   
60D20190508EP12161000000000909015385         00000000010000000000000005870000000000000587017000000000099790                   
60D20190508EP1216100000000090901644          00000000010000000000000008290000000000000829017000000000140930                   
60D20190508EP1216100000000090901645          00000000010000000000000008490000000000000849017000000000144330                   
60D20190508EP1216100000000090901648          00000000010000000000000008490000000000000849017000000000144330                   
60D20190508EP12161000000000909017077         00000000010000000000000004590000000000000459017000000000078030                   
60D20190508EP12161000000000909017949         000000000100000000000000036900000000000000000F   0000000000000                   
60D20190508EP1216100000000090901847          00000000010000000000000005890000000000000589017000000000100130                   
60D20190508EP1216100000000090901854          00000000010000000000000005890000000000000589017000000000100130                   
60D20190508EP1216100000000090901960          00000000010000000000000008090000000000000809017000000000137530                   
60D20190508EP1216100000000090902264          00000000010000000000000008290000000000000829017000000000140930                   
60D20190508EP1216100000000090902406          00000000010000000000000001590000000000000159017000000000027030                   
60D20190508EP12161000000000909024776         00000000010000000000000008490000000000000849017000000000144330                   
60D20190508EP1216100000000090902705          00000000020000000000000012380000000000001238017000000000210460                   
60D20190508EP12161000000000909027620         00000000010000000000000016490000000000001649017000000000280330                   
60D20190508EP12161000000000909027717         00000000010000000000000005240000000000000524017000000000089080                   
60D20190508EP1216100000000090902951          00000000010000000000000004750000000000000475017000000000080750                   
60D20190508EP12161000000000909032509         00000000010000000000000004190000000000000419017000000000071230                   
60D20190508EP12161000000000909032545         00000000010000000000000009790000000000000979017000000000166430                   
60D20190508EP121610000000009090331           00000000040000000000000020360000000000002036017000000000346120                   
60D20190508EP1216100000000090904442          00000000020000000000000008980000000000000898017000000000152660                   
60D20190508EP1216100000000090904695          00000000010000000000000006190000000000000619017000000000105230                   
60D20190508EP1216100000000090905112          00000000010000000000000004820000000000000482017000000000081940                   
60D20190508EP1216100000000090905114          00000000020000000000000010060000000000001006017000000000171020                   
60D20190508EP1216100000000090905242          00000000010000000000000012900000000000001290012000000000154800                   
60D20190508EP12161000000000909053702         00000000010000000000000002390000000000000239012000000000028680                   
60D20190508EP1216100000000090905623          00000000020000000000000009700000000000000970017000000000164900                   
60D20190508EP1216100000000090905692          00000000050000000000000024100000000000002410017000000000409700                   
60D20190508EP12161000000000909062001         00000000010000000000000005990000000000000599017000000000101830                   
60D20190508EP12161000000000909063017         00000000010000000000000008750000000000000875012000000000105000                   
60D20190508EP12161000000000909063102         00000000010000000000000012900000000000001290012000000000154800                   
60D20190508EP121610000000009090642           00000000010000000000000004590000000000000459017000000000078030                   
60D20190508EP121610000000009090703           00000000010000000000000004490000000000000449017000000000076330                   
60D20190508EP1216100000000090907503          00000000010000000000000003690000000000000369012000000000044280                   
60D20190508EP1216100000000090907583          00000000010000000000000004090000000000000409012000000000049080                   
60D20190508EP1216100000000090908723          00000000010000000000000004390000000000000439017000000000074630                   
60M20190509EP1216100000000090900032D02319502323200058500100000000004463700000000299386317                                     
60A20190509EP1216100000000090901200000000076857                                                                               
60A20190509EP1216100000000090901700000000330288                                                                               
60A20190509EP121610000000009090CANC000000008480                                                                               
60A20190509EP121610000000009090DESC000000024165                                                                               
60A20190509EP121610000000009090F   000000006580                                                                               
60D20190509EP121610000000009090000000011422  00000000010000000000000004790000000000000479017000000000081430                   
60D20190509EP121610000000009090000000059404  00000000010000000000000004750000000000000475017000000000080750                   
60D20190509EP121610000000009090000001081702  00000000010000000000000010490000000000001049017000000000178330                   
60D20190509EP12161000000000909001033400      00000000010000000000000010490000000000001049017000000000178330                   
60D20190509EP121610000000009090015094        00000000010000000000000002390000000000000239012000000000028680                   
60D20190509EP121610000000009090021715        00000000010000000000000005660000000000000566017000000000096220                   
60D20190509EP121610000000009090024105        00000000010000000000000005350000000000000535017000000000090950                   
60D20190509EP12161000000000909002531         00000000020000000000000009500000000000000950017000000000161500                   
60D20190509EP121610000000009090029704        00000000020000000000000011520000000000001152017000000000195840                   
60D20190509EP121610000000009090030922        00000000010000000000000005350000000000000535017000000000090950                   
60D20190509EP121610000000009090059501        00000000010000000000000005490000000000000549017000000000093330                   
60D20190509EP1216100000000090901001500       00000000010000000000000005490000000000000549017000000000093330                   
60D20190509EP1216100000000090901065709       00000000020000000000000006780000000000000678012000000000081360                   
60D20190509EP1216100000000090901069500       000000000100000000000000028900000000000000000F   0000000000000                   
60D20190509EP1216100000000090901074707       00000000010000000000000024990000000000002499012000000000299880                   
60D20190509EP1216100000000090901075033       00000000010000000000000014990000000000001499012000000000179880                   
60D20190509EP1216100000000090901081702       00000000010000000000000010490000000000001049017000000000178330                   
60D20190509EP12161000000000909010825         00000000010000000000000002500000000000000250017000000000042500                   
60D20190509EP1216100000000090901128903       00000000010000000000000009400000000000000940012000000000112800                   
60D20190509EP1216100000000090901134001       00000000010000000000000005050000000000000505017000000000085850                   
60D20190509EP1216100000000090901134003       00000000020000000000000010500000000000001050017000000000178500                   
60D20190509EP1216100000000090901134101       00000000010000000000000005050000000000000505017000000000085850                   
60D20190509EP12161000000000909011422         00000000020000000000000009580000000000000958017000000000162860                   
60D20190509EP1216100000000090901152002       00000000020000000000000008380000000000000838017000000000142460                   
60D20190509EP1216100000000090901153501       00000000010000000000000003990000000000000399017000000000067830                   
60D20190509EP12161000000000909015664         00000000010000000000000000450000000000000045012000000000005400                   
60D20190509EP1216100000000090901647          00000000010000000000000008490000000000000849017000000000144330                   
60D20190509EP1216100000000090901648          00000000010000000000000008490000000000000849017000000000144330                   
60D20190509EP1216100000000090901654          00000000010000000000000008490000000000000849017000000000144330                   
60D20190509EP12161000000000909017917         000000000100000000000000036900000000000000000F   0000000000000                   
60D20190509EP1216100000000090901830          00000000020000000000000011380000000000001138017000000000193460                   
60D20190509EP1216100000000090901915          00000000010000000000000007390000000000000739017000000000125630                   
60D20190509EP12161000000000909021715         00000000020000000000000011320000000000001132017000000000192440                   
60D20190509EP12161000000000909022088         00000000010000000000000008390000000000000839017000000000142630                   
60D20190509EP12161000000000909024129         00000000080000000000000042800000000000004280017000000000727600                   
60D20190509EP12161000000000909024774         00000000010000000000000008290000000000000829017000000000140930                   
60D20190509EP12161000000000909024776         00000000010000000000000008490000000000000849017000000000144330                   
60D20190509EP12161000000000909024777         00000000010000000000000008490000000000000849017000000000144330                   
60D20190509EP12161000000000909025813         00000000020000000000000011740000000000001174017000000000199580                   
60D20190509EP12161000000000909029681         00000000010000000000000005760000000000000576017000000000097920                   
60D20190509EP12161000000000909035101         00000000010000000000000002000000000000000200017000000000034000                   
60D20190509EP1216100000000090905109          00000000020000000000000009240000000000000924017000000000157080                   
60D20190509EP1216100000000090905302          00000000010000000000000008990000000000000899017000000000152830                   
60D20190509EP1216100000000090905630          00000000010000000000000005140000000000000514017000000000087380                   
60D20190509EP1216100000000090905647          00000000010000000000000005140000000000000514017000000000087380                   
60D20190509EP1216100000000090905685          00000000010000000000000004820000000000000482017000000000081940                   
60D20190509EP1216100000000090905708          00000000010000000000000005530000000000000553017000000000094010                   
60D20190509EP12161000000000909063014         00000000010000000000000008750000000000000875012000000000105000                   
60D20190509EP12161000000000909063015         00000000010000000000000008750000000000000875012000000000105000                   
60D20190509EP12161000000000909063036         00000000010000000000000009690000000000000969012000000000116280                   
60D20190509EP1216100000000090907519          00000000020000000000000007380000000000000738012000000000088560                   
60D20190509EP1216100000000090908723          00000000020000000000000008780000000000000878017000000000149260                   
60D20190509EP1216100000000090908907          00000000010000000000000004160000000000000416017000000000070720                   
60M20190510EP1216100000000090900032D02323902329600058600100000000006295800000000300015897                                     
60A20190510EP1216100000000090901200000000113333                                                                               
60A20190510EP1216100000000090901700000000454355                                                                               
60A20190510EP121610000000009090CANC000000018970                                                                               
60A20190510EP121610000000009090DESC000000032432                                                                               
60A20190510EP121610000000009090F   000000010490                                                                               
60D20190510EP121610000000009090000000000326  00000000010000000000000005090000000000000509017000000000086530                   
60D20190510EP121610000000009090000000059402  00000000010000000000000005490000000000000549017000000000093330                   
60D20190510EP12161000000000909001066903      00000000010000000000000001640000000000000164012000000000019680                   
60D20190510EP121610000000009090013235        00000000010000000000000001990000000000000199017000000000033830                   
60D20190510EP121610000000009090015209        00000000010000000000000001490000000000000149012000000000017880                   
60D20190510EP121610000000009090015391        00000000030000000000000018270000000000001827017000000000310590                   
60D20190510EP121610000000009090015488        00000000020000000000000004980000000000000498012000000000059760                   
60D20190510EP121610000000009090021623        00000000010000000000000005760000000000000576017000000000097920                   
60D20190510EP121610000000009090021746        00000000030000000000000017610000000000001761017000000000299370                   
60D20190510EP121610000000009090024105        00000000010000000000000005350000000000000535017000000000090950                   
60D20190510EP121610000000009090029681        00000000010000000000000005760000000000000576017000000000097920                   
60D20190510EP121610000000009090030588        00000000010000000000000004990000000000000499017000000000084830                   
60D20190510EP121610000000009090032502        00000000010000000000000003990000000000000399017000000000067830                   
60D20190510EP121610000000009090033027        00000000010000000000000008290000000000000829017000000000140930                   
60D20190510EP121610000000009090062003        00000000010000000000000006190000000000000619017000000000105230                   
60D20190510EP121610000000009090063039        00000000010000000000000009690000000000000969012000000000116280                   
60D20190510EP121610000000009090063040        00000000010000000000000009690000000000000969012000000000116280                   
60D20190510EP1216100000000090901058700       00000000010000000000000002230000000000000223012000000000026760                   
60D20190510EP1216100000000090901060704       00000000010000000000000021990000000000002199012000000000263880                   
60D20190510EP1216100000000090901069203       00000000010000000000000005690000000000000569017000000000096730                   
60D20190510EP1216100000000090901081909       00000000010000000000000004790000000000000479017000000000081430                   
60D20190510EP1216100000000090901084103       00000000010000000000000002990000000000000299012000000000035880                   
60D20190510EP1216100000000090901092203       00000000020000000000000020980000000000002098017000000000356660                   
60D20190510EP1216100000000090901104713       00000000010000000000000006290000000000000629017000000000106930                   
60D20190510EP1216100000000090901128904       00000000010000000000000009400000000000000940012000000000112800                   
60D20190510EP1216100000000090901128906       00000000010000000000000009400000000000000940012000000000112800                   
60D20190510EP1216100000000090901130202       00000000010000000000000018990000000000001899012000000000227880                   
60D20190510EP1216100000000090901151805       00000000010000000000000006790000000000000679017000000000115430                   
60D20190510EP1216100000000090901153502       00000000010000000000000003990000000000000399017000000000067830                   
60D20190510EP12161000000000909015383         00000000010000000000000005870000000000000587017000000000099790                   
60D20190510EP1216100000000090901644          00000000040000000000000033160000000000003316017000000000563720                   
60D20190510EP1216100000000090901646          00000000010000000000000008490000000000000849017000000000144330                   
60D20190510EP1216100000000090901647          00000000010000000000000008490000000000000849017000000000144330                   
60D20190510EP1216100000000090901816          00000000010000000000000005690000000000000569017000000000096730                   
60D20190510EP1216100000000090901830          00000000010000000000000005690000000000000569017000000000096730                   
60D20190510EP1216100000000090901847          00000000010000000000000005890000000000000589017000000000100130                   
60D20190510EP1216100000000090901878          00000000020000000000000012380000000000001238017000000000210460                   
60D20190510EP1216100000000090901984          00000000010000000000000008290000000000000829017000000000140930                   
60D20190510EP12161000000000909021647         00000000010000000000000006080000000000000608017000000000103360                   
60D20190510EP12161000000000909021654         00000000020000000000000012580000000000001258017000000000213860                   
60D20190510EP12161000000000909021661         00000000040000000000000025160000000000002516017000000000427720                   
60D20190510EP12161000000000909021739         00000000030000000000000017610000000000001761017000000000299370                   
60D20190510EP12161000000000909021753         00000000010000000000000006080000000000000608017000000000103360                   
60D20190510EP12161000000000909027847         00000000010000000000000003750000000000000375017000000000063750                   
60D20190510EP1216100000000090902800          00000000010000000000000009290000000000000929017000000000157930                   
60D20190510EP12161000000000909032502         00000000010000000000000003990000000000000399017000000000067830                   
60D20190510EP12161000000000909032509         00000000010000000000000004190000000000000419017000000000071230                   
60D20190510EP12161000000000909032510         00000000030000000000000012570000000000001257017000000000213690                   
60D20190510EP12161000000000909032521         00000000010000000000000008490000000000000849017000000000144330                   
60D20190510EP12161000000000909032540         00000000010000000000000003690000000000000369017000000000062730                   
60D20190510EP12161000000000909032545         00000000010000000000000009790000000000000979017000000000166430                   
60D20190510EP12161000000000909032546         00000000010000000000000009790000000000000979017000000000166430                   
60D20190510EP12161000000000909032707         00000000020000000000000011380000000000001138017000000000193460                   
60D20190510EP12161000000000909033143         00000000010000000000000008490000000000000849017000000000144330                   
60D20190510EP121610000000009090333           00000000010000000000000005090000000000000509017000000000086530                   
60D20190510EP121610000000009090348           00000000010000000000000004750000000000000475017000000000080750                   
60D20190510EP1216100000000090904329          00000000010000000000000004190000000000000419017000000000071230                   
60D20190510EP1216100000000090904343          00000000020000000000000008780000000000000878017000000000149260                   
60D20190510EP12161000000000909043801         00000000010000000000000007490000000000000749012000000000089880                   
60D20190510EP1216100000000090904435          00000000010000000000000004490000000000000449017000000000076330                   
60D20190510EP12161000000000909045005         00000000010000000000000003690000000000000369012000000000044280                   
60D20190510EP1216100000000090904688          00000000010000000000000006190000000000000619017000000000105230                   
60D20190510EP12161000000000909048054         000000000100000000000000104900000000000000000F   0000000000000                   
60D20190510EP1216100000000090904839          00000000010000000000000005870000000000000587017000000000099790                   
60D20190510EP1216100000000090905105          00000000020000000000000009380000000000000938017000000000159460                   
60D20190510EP1216100000000090905110          00000000030000000000000013860000000000001386017000000000235620                   
60D20190510EP1216100000000090905299          00000000010000000000000004590000000000000459017000000000078030                   
60D20190510EP12161000000000909053702         00000000030000000000000007170000000000000717012000000000086040                   
60D20190510EP12161000000000909055667         00000000010000000000000012990000000000001299012000000000155880                   
60D20190510EP12161000000000909059402         00000000010000000000000005490000000000000549017000000000093330                   
60D20190510EP12161000000000909062005         00000000010000000000000006190000000000000619017000000000105230                   
60D20190510EP12161000000000909063035         00000000010000000000000009690000000000000969012000000000116280                   
60D20190510EP121610000000009090727           00000000020000000000000010180000000000001018017000000000173060                   
60D20190510EP1216100000000090907541          00000000010000000000000004090000000000000409012000000000049080                   
60D20190510EP1216100000000090907613          00000000010000000000000003690000000000000369012000000000044280                   
60D20190510EP1216100000000090908884          00000000010000000000000004160000000000000416017000000000070720                   
60M20190511EP1216100000000090900032D02330302331900058700100000000001832300000000300199127                                     
60A20190511EP1216100000000090901200000000023710                                                                               
60A20190511EP1216100000000090901700000000154060                                                                               
60A20190511EP121610000000009090CANC000000000000                                                                               
60A20190511EP121610000000009090DESC000000004854                                                                               
60A20190511EP121610000000009090F   000000000606                                                                               
60D20190511EP121610000000009090000001074307  00000000010000000000000004490000000000000449017000000000076330                   
60D20190511EP121610000000009090000001081700  00000000010000000000000010490000000000001049017000000000178330                   
60D20190511EP121610000000009090063036        00000000010000000000000009690000000000000969012000000000116280                   
60D20190511EP1216100000000090901029115       00000000010000000000000004090000000000000409017000000000069530                   
60D20190511EP1216100000000090901045000       00000000010000000000000007190000000000000719017000000000122230                   
60D20190511EP1216100000000090901058704       00000000010000000000000002230000000000000223012000000000026760                   
60D20190511EP1216100000000090901069408       00000000010000000000000004290000000000000429017000000000072930                   
60D20190511EP1216100000000090901070601       00000000020000000000000011980000000000001198017000000000203660                   
60D20190511EP1216100000000090901074501       00000000010000000000000007690000000000000769017000000000130730                   
60D20190511EP1216100000000090901081909       00000000020000000000000009580000000000000958017000000000162860                   
60D20190511EP12161000000000909011235         00000000010000000000000005760000000000000576017000000000097920                   
60D20190511EP1216100000000090901154300       00000000010000000000000001990000000000000199012000000000023880                   
60D20190511EP1216100000000090901154301       00000000010000000000000001990000000000000199012000000000023880                   
60D20190511EP12161000000000909015382         00000000010000000000000005870000000000000587017000000000099790                   
60D20190511EP1216100000000090901642          00000000010000000000000008290000000000000829017000000000140930                   
60D20190511EP1216100000000090901809          00000000010000000000000005690000000000000569017000000000096730                   
60D20190511EP12161000000000909018272         000000000100000000000000010000000000000000000F   0000000000000                   
60D20190511EP1216100000000090902240          00000000010000000000000008290000000000000829017000000000140930                   
60D20190511EP1216100000000090902405          00000000010000000000000001590000000000000159017000000000027030                   
60D20190511EP12161000000000909029681         00000000020000000000000011520000000000001152017000000000195840                   
60D20190511EP121610000000009090324           00000000010000000000000005090000000000000509017000000000086530                   
60D20190511EP121610000000009090332           00000000010000000000000005090000000000000509017000000000086530                   
60D20190511EP1216100000000090905296          00000000010000000000000008990000000000000899017000000000152830                   
60D20190511EP1216100000000090905906          00000000010000000000000007390000000000000739017000000000125630                   
60D20190511EP12161000000000909063038         00000000010000000000000009690000000000000969012000000000116280                   
60D20190511EP1216100000000090908455          00000000010000000000000010490000000000001049017000000000178330                   
60D20190511EP1216100000000090909867          00000000020000000000000012780000000000001278017000000000217260                   
60M20190513EP1216100000000090900032D02332302339300058800100000000006575950000000300856722                                     
60A20190513EP1216100000000090901200000000103096                                                                               
60A20190513EP1216100000000090901700000000480390                                                                               
60A20190513EP121610000000009090CANC000000044750                                                                               
60A20190513EP121610000000009090DESC000000020780                                                                               
60A20190513EP121610000000009090F   000000008579                                                                               
60D20190513EP121610000000009090000000062503  00000000010000000000000005990000000000000599017000000000101830                   
60D20190513EP121610000000009090000000062504  00000000010000000000000005990000000000000599017000000000101830                   
60D20190513EP121610000000009090000001060905  00000000010000000000000004190000000000000419017000000000071230                   
60D20190513EP121610000000009090000001074303  00000000010000000000000003990000000000000399017000000000067830                   
60D20190513EP12161000000000909001140201      00000000010000000000000015990000000000001599012000000000191880                   
60D20190513EP121610000000009090014983        00000000020000000000000002580000000000000258017000000000043860                   
60D20190513EP121610000000009090015106        00000000010000000000000002230000000000000223012000000000026760                   
60D20190513EP121610000000009090015487        00000000010000000000000002490000000000000249012000000000029880                   
60D20190513EP121610000000009090021623        00000000020000000000000011520000000000001152017000000000195840                   
60D20190513EP121610000000009090029704        00000000020000000000000011520000000000001152017000000000195840                   
60D20190513EP121610000000009090059400        00000000010000000000000005490000000000000549017000000000093330                   
60D20190513EP121610000000009090062003        00000000010000000000000006190000000000000619017000000000105230                   
60D20190513EP121610000000009090062005        00000000010000000000000006190000000000000619017000000000105230                   
60D20190513EP1216100000000090901065705       00000000010000000000000003390000000000000339012000000000040680                   
60D20190513EP1216100000000090901065710       00000000010000000000000003390000000000000339012000000000040680                   
60D20190513EP1216100000000090901069201       00000000010000000000000005690000000000000569017000000000096730                   
60D20190513EP1216100000000090901069204       00000000010000000000000005890000000000000589017000000000100130                   
60D20190513EP1216100000000090901069205       00000000030000000000000017670000000000001767017000000000300390                   
60D20190513EP1216100000000090901069400       00000000020000000000000007380000000000000738017000000000125460                   
60D20190513EP1216100000000090901069407       00000000020000000000000008180000000000000818017000000000139060                   
60D20190513EP1216100000000090901070602       00000000010000000000000006190000000000000619017000000000105230                   
60D20190513EP1216100000000090901074300       00000000040000000000000015960000000000001596017000000000271320                   
60D20190513EP1216100000000090901074301       00000000020000000000000007980000000000000798017000000000135660                   
60D20190513EP1216100000000090901074302       00000000010000000000000003990000000000000399017000000000067830                   
60D20190513EP1216100000000090901074306       00000000020000000000000008980000000000000898017000000000152660                   
60D20190513EP1216100000000090901074502       00000000010000000000000007690000000000000769017000000000130730                   
60D20190513EP1216100000000090901074505       00000000020000000000000015980000000000001598017000000000271660                   
60D20190513EP1216100000000090901081906       00000000010000000000000004790000000000000479017000000000081430                   
60D20190513EP1216100000000090901084101       00000000010000000000000002990000000000000299012000000000035880                   
60D20190513EP1216100000000090901084102       00000000020000000000000005980000000000000598012000000000071760                   
60D20190513EP1216100000000090901094432       00000000010000000000000006490000000000000649017000000000110330                   
60D20190513EP12161000000000909011235         00000000010000000000000005760000000000000576017000000000097920                   
60D20190513EP1216100000000090901134001       00000000020000000000000010100000000000001010017000000000171700                   
60D20190513EP1216100000000090901134003       00000000020000000000000010500000000000001050017000000000178500                   
60D20190513EP1216100000000090901152002       00000000010000000000000004190000000000000419017000000000071230                   
60D20190513EP1216100000000090901152007       00000000020000000000000008780000000000000878017000000000149260                   
60D20190513EP1216100000000090901152301       00000000010000000000000009690000000000000969012000000000116280                   
60D20190513EP12161000000000909015382         00000000010000000000000005870000000000000587017000000000099790                   
60D20190513EP1216100000000090901646          00000000010000000000000008490000000000000849017000000000144330                   
60D20190513EP1216100000000090901755          00000000020000000000000011180000000000001118017000000000190060                   
60D20190513EP12161000000000909017957         000000000100000000000000042900000000000000000F   0000000000000                   
60D20190513EP12161000000000909017964         000000000100000000000000036900000000000000000F   0000000000000                   
60D20190513EP12161000000000909018272         000000000200000000000000020000000000000000000F   0000000000000                   
60D20190513EP1216100000000090901861          00000000020000000000000012380000000000001238017000000000210460                   
60D20190513EP12161000000000909021647         00000000010000000000000006080000000000000608017000000000103360                   
60D20190513EP12161000000000909021722         00000000020000000000000011320000000000001132017000000000192440                   
60D20190513EP12161000000000909022088         00000000010000000000000008390000000000000839017000000000142630                   
60D20190513EP1216100000000090902240          00000000010000000000000008290000000000000829017000000000140930                   
60D20190513EP1216100000000090902406          00000000040000000000000006360000000000000636017000000000108120                   
60D20190513EP12161000000000909024704         00000000010000000000000008690000000000000869017000000000147730                   
60D20190513EP12161000000000909024776         00000000010000000000000008490000000000000849017000000000144330                   
60D20190513EP12161000000000909025803         00000000010000000000000005890000000000000589017000000000100130                   
60D20190513EP12161000000000909025816         00000000010000000000000006090000000000000609017000000000103530                   
60D20190513EP1216100000000090902701          00000000010000000000000006390000000000000639017000000000108630                   
60D20190513EP1216100000000090902705          00000000010000000000000006190000000000000619017000000000105230                   
60D20190513EP1216100000000090902803          00000000010000000000000009900000000000000990017000000000168300                   
60D20190513EP12161000000000909029681         00000000010000000000000005760000000000000576017000000000097920                   
60D20190513EP12161000000000909030496         00000000010000000000000004990000000000000499017000000000084830                   
60D20190513EP12161000000000909032509         00000000010000000000000004190000000000000419017000000000071230                   
60D20190513EP12161000000000909032523         00000000020000000000000016980000000000001698017000000000288660                   
60D20190513EP12161000000000909032547         00000000020000000000000019580000000000001958017000000000332860                   
60D20190513EP12161000000000909033150         00000000010000000000000008190000000000000819017000000000139230                   
60D20190513EP12161000000000909043802         00000000010000000000000007490000000000000749012000000000089880                   
60D20190513EP12161000000000909043803         00000000010000000000000007490000000000000749012000000000089880                   
60D20190513EP1216100000000090904404          00000000020000000000000007980000000000000798017000000000135660                   
60D20190513EP1216100000000090904428          00000000020000000000000008380000000000000838017000000000142460                   
60D20190513EP1216100000000090904466          00000000020000000000000010180000000000001018017000000000173060                   
60D20190513EP1216100000000090904732          00000000010000000000000007390000000000000739017000000000125630                   
60D20190513EP1216100000000090905109          00000000010000000000000004620000000000000462017000000000078540                   
60D20190513EP12161000000000909051911         00000000020000000000000019980000000000001998012000000000239760                   
60D20190513EP1216100000000090905227          00000000010000000000000009290000000000000929017000000000157930                   
60D20190513EP1216100000000090905241          00000000010000000000000009290000000000000929017000000000157930                   
60D20190513EP1216100000000090905296          00000000030000000000000026970000000000002697017000000000458490                   
60D20190513EP1216100000000090905685          00000000010000000000000004820000000000000482017000000000081940                   
60D20190513EP1216100000000090905982          00000000010000000000000008990000000000000899017000000000152830                   
60D20190513EP12161000000000909063016         00000000010000000000000008750000000000000875012000000000105000                   
60D20190513EP12161000000000909063034         00000000010000000000000008750000000000000875012000000000105000                   
60D20190513EP12161000000000909063036         00000000010000000000000009690000000000000969012000000000116280                   
60D20190513EP12161000000000909063037         00000000010000000000000009690000000000000969012000000000116280                   
60D20190513EP121610000000009090642           00000000010000000000000004590000000000000459017000000000078030                   
60D20190513EP121610000000009090666           00000000010000000000000004590000000000000459017000000000078030                   
60M20190514EP1216100000000090900032D02339802348300058900100000000012782100000000302134932                                     
60A20190514EP1216100000000090901200000000307571                                                                               
60A20190514EP1216100000000090901700000000840213                                                                               
60A20190514EP121610000000009090CANC000000067690                                                                               
60A20190514EP121610000000009090DESC000000034096                                                                               
60A20190514EP121610000000009090F   000000028640                                                                               
60D20190514EP121610000000009090000000024816  00000000010000000000000010490000000000001049017000000000178330                   
