1082514282000290255918461     UNIANDRA COMERCIO DE ARTIGOS DE VESFLORIANOPOLIS                 SC48302832822019120120191231331
5032018829000108ISENTO        20191204SC552  0057765101P000000000510000000000000000000000000000000000000000000000000051001200N
5082514282000100250234947     20191204SC552  0057755151P000000000484500000000000000000000000000000000000000000000000048451700N
5082514282000371258508205     20191205SC551  0021511152T000000002941600000000000000000000000000000000000000000000000294160000N
5082514282000371258508205     20191205SC551  0021491152T000000005471200000000000000000000000000000000000000000000000547120000N
5082514282000100250234947     20191205SC552  0057785151P000000001048500000000000000000000000000000000000000000000000104851700N
5082514282000371258508205     20191206SC551  0021451152T000000007391000000000000000000000000000000000000000000000000739100000N
5082514282000371258508205     20191206SC551  0021461152T000000007780000000000000000000000000000000000000000000000000778000000N
5082514282000371258508205     20191206SC551  0021601152T000000001168200000000000000000000000000000000000000000000000116820000N
5082514282000100250234947     20191206SC552  0057815151P000000000561900000000000000000000000000000000000000000000000056191700N
5082514282000100250234947     20191206SC552  0057805152P000000000588900000000000000000000000000000000000000000000000058891200N
5082514282000100250234947     20191206SC552  0057795152P000000000550900000000000000000000000000000000000000000000000055091200N
5000030336252900ISENTO        20191207SC552  0057821201P000000003148200000000000000000000000000000000000000000000000314820000N
5082514282000371258508205     20191209SC551  0021721152T000000000439200000000000000000000000000000000000000000000000043920000N
5082514282000371258508205     20191209SC551  0021691152T000000001990000000000000000000000000000000000000000000000000199000000N
5082514282000371258508205     20191209SC551  0021681152T000000006830000000000000000000000000000000000000000000000000683000000N
5000030336252900ISENTO        20191209SC552  0057831201P000000001799100000000000000000000000000000000000000000000000179910000N
5000098832182904ISENTO        20191209SC552  0057851201P000000001278000000000000000000000000000000000000000000000000127800000N
5001693513000198ISENTO        20191209SC552  0057845101P000000003781000000000000000000000000000000000000000000000000378101200N
5001693513000198ISENTO        20191209SC552  0057845101P000000016701000000000000000000000000000000000000000000000001670101700N
5004826084000178ISENTO        20191209SC552  0057865101P000000007844000000000000000000000000000000000000000000000000784401700N
5082514282000371258508205     20191210SC551  0021531152T000000060325300000000000000000000000000000000000000000000006032530000N
5082514282000371258508205     20191210SC551  0021631152T000000009112200000000000000000000000000000000000000000000000911220000N
5082514282000371258508205     20191210SC551  0021621152T000000017189700000000000000000000000000000000000000000000001718970000N
5082514282000371258508205     20191210SC551  0021591152T000000008026600000000000000000000000000000000000000000000000802660000N
5082514282000371258508205     20191210SC551  0021581152T000000009096400000000000000000000000000000000000000000000000909640000N
5082514282000371258508205     20191210SC551  0021571152T000000005528500000000000000000000000000000000000000000000000552850000N
5082514282000371258508205     20191210SC551  0021731152T000000003186900000000000000000000000000000000000000000000000318690000N
5082514282000371258508205     20191210SC551  0021741152T000000012420900000000000000000000000000000000000000000000001242090000N
5082514282000371258508205     20191210SC551  0021761152T000000005513800000000000000000000000000000000000000000000000551380000N
5000003250968994ISENTO        20191210SC552  0057965101P000000002316000000000000000000000000000000000000000000000000231601700N
5023616925000167257824332     20191210SC552  0057895101P000000000798000000000000000000000000000000000000000000000000079801700N
5000073898198120ISENTO        20191210SC552  0057935101P000000000499000000000000000000000000000000000000000000000000049901200N
5000073898198120ISENTO        20191210SC552  0057935101P000000001706000000000000000000000000000000000000000000000000170601700N
5000088754987920ISENTO        20191210SC552  0057945101P000000003561000000000000000000000000000000000000000000000000356101700N
5000078731798268ISENTO        20191210SC552  0057955101P000000001996000000000000000000000000000000000000000000000000199601200N
5000078731798268ISENTO        20191210SC552  0057955101P000000005342000000000000000000000000000000000000000000000000534201700N
5000061900737000ISENTO        20191210SC552  0057975101P000000003071000000000000000000000000000000000000000000000000307101700N
5000006993946947ISENTO        20191210SC552  0057985101P000000000998000000000000000000000000000000000000000000000000099801200N
5000006993946947ISENTO        20191210SC552  0057985101P000000004998000000000000000000000000000000000000000000000000499801700N
5000001241110093ISENTO        20191210SC552  0057995101P000000004681000000000000000000000000000000000000000000000000468101700N
5000000484883992ISENTO        20191210SC552  0058005101P000000006085000000000000000000000000000000000000000000000000608501700N
5000055123023020ISENTO        20191210SC552  0058015101P000000001506000000000000000000000000000000000000000000000000150601700N
5000003302640951ISENTO        20191210SC552  0058025101P000000001599000000000000000000000000000000000000000000000000159901200N
5000003302640951ISENTO        20191210SC552  0058025101P000000001387000000000000000000000000000000000000000000000000138701700N
5000006288454990ISENTO        20191210SC552  0058035101P000000002790000000000000000000000000000000000000000000000000279001700N
5000002538757908ISENTO        20191210SC552  0058045101P000000006032000000000000000000000000000000000000000000000000603201700N
5082514282000100250234947     20191210SC552  0057875151P000000000776200000000000000000000000000000000000000000000000077621700N
5082514282000100250234947     20191210SC552  0057925151P000000002287800000000000000000000000000000000000000000000000228781700N
5082514282000371258508205     20191210SC552  0057915151P000000000444500000000000000000000000000000000000000000000000044451700N
5082514282000100250234947     20191210SC552  0057905151P000000000187300000000000000000000000000000000000000000000000018731700N
5082514282000100250234947     20191210SC552  0057885152P000000000365000000000000000000000000000000000000000000000000036501200N
5082514282000371258508205     20191211SC551  0021781152T000000002709000000000000000000000000000000000000000000000000270900000N
5082514282000100250234947     20191211SC552  0098721152T000000000477200000000000000000000000000000000000000000000000047720000N
5000003302473958ISENTO        20191211SC552  0058051201P000000002274000000000000000000000000000000000000000000000000227400000N
5003657773000133ISENTO        20191211SC552  0058065101P000000000149000000000000000000000000000000000000000000000000014901200N
5003657773000133ISENTO        20191211SC552  0058065101P000000001118000000000000000000000000000000000000000000000000111801700N
5082514282000100250234947     20191211SC552  0058075151P000000000211600000000000000000000000000000000000000000000000021161200N
5082514282000100250234947     20191211SC552  0058075151P000000016065900000000000000000000000000000000000000000000001606591700N
5082514282000100250234947     20191211SC552  0058085152P000000000569900000000000000000000000000000000000000000000000056991200N
5082514282000371258508205     20191212SC551  0021841152T000000001062600000000000000000000000000000000000000000000000106260000N
5082514282000100250234947     20191212SC552  0098781152T000000000432500000000000000000000000000000000000000000000000043250000N
5082514282000100250234947     20191212SC552  0098771152T000000000115800000000000000000000000000000000000000000000000011580000N
5082514282000100250234947     20191212SC552  0058105151P000000000382400000000000000000000000000000000000000000000000038241700N
5082514282000371258508205     20191212SC552  0058095151P000000000904400000000000000000000000000000000000000000000000090441700N
5082514282000100250234947     20191212SC552  0058115151P000000000189800000000000000000000000000000000000000000000000018981700N
5082514282000100250234947     20191212SC552  0058125151P000000000643700000000000000000000000000000000000000000000000064371700N
5082514282000100250234947     20191212SC552  0058135151P000000000459000000000000000000000000000000000000000000000000045901700N
5082514282000371258508205     20191213SC551  0021901152T000000017507700000000000000000000000000000000000000000000001750770000N
5082514282000371258508205     20191213SC551  0021881152T000000004100000000000000000000000000000000000000000000000000410000000N
5082514282000371258508205     20191213SC551  0021911152T000000001640000000000000000000000000000000000000000000000000164000000N
5000000674741951ISENTO        20191213SC552  0058145101P000000010087000000000000000000000000000000000000000000000001008701700N
5000002445680905ISENTO        20191213SC552  0058155101P000000000499000000000000000000000000000000000000000000000000049901200N
5000002445680905ISENTO        20191213SC552  0058155101P000000001369000000000000000000000000000000000000000000000000136901700N
5000082074143915ISENTO        20191213SC552  0058165101P000000001707000000000000000000000000000000000000000000000000170701200N
5000082074143915ISENTO        20191213SC552  0058165101P000000011046000000000000000000000000000000000000000000000001104601700N
5000005790721931ISENTO        20191213SC552  0058175101P000000001138000000000000000000000000000000000000000000000000113801200N
5000005790721931ISENTO        20191213SC552  0058175101P000000006297000000000000000000000000000000000000000000000000629701700N
5082514282000100250234947     20191213SC552  0058185151P000000004903600000000000000000000000000000000000000000000000490361700N
5082514282000100250234947     20191213SC552  0058185151P000000000820000000000000000000000000000000000000000000000000082001200N
5082514282000100250234947     20191214SC552  0058195151P000000000199200000000000000000000000000000000000000000000000019921700N
5082514282000371258508205     20191216SC551  0021821152T000000002550000000000000000000000000000000000000000000000000255000000N
5082514282000371258508205     20191216SC551  0021831152T000000009774000000000000000000000000000000000000000000000000977400000N
5082514282000371258508205     20191216SC551  0021801152T000000004441000000000000000000000000000000000000000000000000444100000N
5082514282000371258508205     20191216SC551  0021811152T000000000454000000000000000000000000000000000000000000000000045400000N
5020082737000108257341293     20191216SC552  0058245101P000000009150000000000000000000000000000000000000000000000000915001700N
5020082737000108257341293     20191216SC552  0058245101P000000002538000000000000000000000000000000000000000000000000253801200N
5082514282000100250234947     20191216SC552  0058225151P000000009798000000000000000000000000000000000000000000000000979801700N
5082514282000100250234947     20191216SC552  0058235152P000000002550000000000000000000000000000000000000000000000000255001200N
5082514282000100250234947     20191216SC552  0058205152P000000000859200000000000000000000000000000000000000000000000085921200N
5000041651391904ISENTO        20191216SC552  0058215922P000000001497000000000000000000000000000000000000000000000000149701700N
5000041651391904ISENTO        20191216SC552  0058215922P000000000360000000000000000000000000000000000000000000000000036001200N
5082514282000100250234947     20191217SC552  0098601152T000000000822000000000000000000000000000000000000000000000000082200000N
5082514282000371258508205     20191217SC551  0022051152T000000001447500000000000000000000000000000000000000000000000144750000N
5082514282000371258508205     20191217SC551  0022001152T000000010365500000000000000000000000000000000000000000000001036550000N
5000025753983987ISENTO        20191217SC552  0058251201P000000000729000000000000000000000000000000000000000000000000072900000N
5000000484883992ISENTO        20191217SC552  0058285101P000000005236000000000000000000000000000000000000000000000000523601700N
5000003912033986ISENTO        20191217SC552  0058275101P000000000998000000000000000000000000000000000000000000000000099801200N
5000003912033986ISENTO        20191217SC552  0058275101P000000006360000000000000000000000000000000000000000000000000636001700N
5082514282000100250234947     20191217SC552  0058265152P000000000531900000000000000000000000000000000000000000000000053191200N
5000034365800906ISENTO        20191218SC552  0058291201P000000000399500000000000000000000000000000000000000000000000039950000N
5082514282000100250234947     20191219SC552  0058315151P000000000349000000000000000000000000000000000000000000000000034901200N
5082514282000100250234947     20191219SC552  0058305151P000000000445000000000000000000000000000000000000000000000000044501700N
5082514282000371258508205     20191220SC551  0022061152T000000005785000000000000000000000000000000000000000000000000578500000N
5082514282000371258508205     20191220SC551  0022091152T000000002449800000000000000000000000000000000000000000000000244980000N
5082514282000371258508205     20191220SC551  0022101152T000000000137000000000000000000000000000000000000000000000000013700000N
5082514282000100250234947     20191220SC552  0099061152T000000000935000000000000000000000000000000000000000000000000093500000N
5082514282000100250234947     20191220SC552  0099151152T000000000853200000000000000000000000000000000000000000000000085320000N
5082514282000371258508205     20191220SC551  0022231152T000000006351800000000000000000000000000000000000000000000000635180000N
5082514282000371258508205     20191220SC551  0022221152T000000000560000000000000000000000000000000000000000000000000056000000N
5033386548000170260085715     20191220SC552  0058325101P000000012340000000000000000000000000000000000000000000000001234001700N
5082514282000371258508205     20191223SC551  0022141152T000000030108900000000000000000000000000000000000000000000003010890000N
5082514282000371258508205     20191223SC551  0022291152T000000018755500000000000000000000000000000000000000000000001875550000N
5082514282000371258508205     20191223SC551  0022241152T000000001036000000000000000000000000000000000000000000000000103600000N
5082514282000371258508205     20191223SC551  0022251152T000000014870900000000000000000000000000000000000000000000001487090000N
5002880567000125254491090     20191223SC552  0058355116P000000019991000000000000000000000000000000000000000000000001999101700N
5002880567000125254491090     20191223SC552  0058355116P000000016365000000000000000000000000000000000000000000000001636501200N
5002880567000125254491090     20191223SC552  0058335117P000000000000000000000000000000000000000000000000000000000000000001200S
5002880567000125254491090     20191223SC552  0058335117P000000000000000000000000000000000000000000000000000000000000000001700S
5002880567000125254491090     20191223SC552  0058345929P000000000000000000000000000000000000000000000000000000000000000001200S
5002880567000125254491090     20191223SC552  0058345929P000000000000000000000000000000000000000000000000000000000000000001700S
5082514282000100250234947     20191230SC552  0099441152T000000001476000000000000000000000000000000000000000000000000147600000N
5082514282000100250234947     20191230SC552  0058365151P000000000830000000000000000000000000000000000000000000000000083001700N
5082514282000100250234947     20191230SC552  0058375152P000000000512900000000000000000000000000000000000000000000000051291200N
60M20191202EP1217100000000124110022D01386001386700071900100000000002429600000000199531608                                     
60A20191202EP1217100000000124111200000000045252                                                                               
60A20191202EP1217100000000124111700000000166981                                                                               
60A20191202EP121710000000012411CANC000000006900                                                                               
60A20191202EP121710000000012411DESC000000023827                                                                               
60D20191202EP1217100000000124111029312       00000000010000000000000004590000000000000459017000000000000780                   
60D20191202EP1217100000000124111029401       00000000010000000000000004590000000000000459017000000000000780                   
60D20191202EP1217100000000124111029406       00000000010000000000000004590000000000000459017000000000000780                   
60D20191202EP1217100000000124111069111       00000000020000000000000009980000000000000998017000000000001696                   
60D20191202EP1217100000000124111069200       00000000010000000000000005690000000000000569017000000000000967                   
60D20191202EP1217100000000124111069401       00000000030000000000000011070000000000001107017000000000001881                   
60D20191202EP1217100000000124111074501       00000000010000000000000007690000000000000769017000000000001307                   
60D20191202EP1217100000000124111081700       00000000010000000000000010890000000000001089017000000000001851                   
60D20191202EP1217100000000124111098809       00000000010000000000000003490000000000000349017000000000000593                   
60D20191202EP1217100000000124111098810       00000000010000000000000003490000000000000349017000000000000593                   
60D20191202EP1217100000000124111130602       00000000010000000000000004590000000000000459017000000000000780                   
60D20191202EP1217100000000124111130605       00000000010000000000000004590000000000000459017000000000000780                   
60D20191202EP1217100000000124111132601       00000000010000000000000003990000000000000399017000000000000678                   
60D20191202EP12171000000001241111423         00000000040000000000000019160000000000001916017000000000003257                   
60D20191202EP1217100000000124111151005       00000000010000000000000009790000000000000979017000000000001664                   
60D20191202EP1217100000000124111152009       00000000010000000000000004190000000000000419017000000000000712                   
60D20191202EP1217100000000124111164802       00000000020000000000000005900000000000000590017000000000001003                   
60D20191202EP1217100000000124111165638       00000000010000000000000014990000000000001499012000000000001798                   
60D20191202EP1217100000000124111165800       00000000020000000000000009180000000000000918017000000000001560                   
60D20191202EP1217100000000124111168405       00000000010000000000000013990000000000001399012000000000001678                   
60D20191202EP12171000000001241124099         00000000010000000000000005350000000000000535017000000000000909                   
60D20191202EP1217100000000124112691          00000000030000000000000010470000000000001047017000000000001779                   
60D20191202EP12171000000001241127738         00000000020000000000000011980000000000001198012000000000001437                   
60D20191202EP12171000000001241129728         00000000020000000000000012160000000000001216017000000000002067                   
60D20191202EP12171000000001241130496         00000000020000000000000009980000000000000998017000000000001696                   
60D20191202EP12171000000001241147951         00000000020000000000000010980000000000001098012000000000001317                   
60D20191202EP12171000000001241158102         00000000020000000000000018700000000000001870017000000000003179                   
60M20191203EP1217100000000124110022D01387401388100072000100000000000773300000000199365978                                     
60A20191203EP1217100000000124111200000000005025                                                                               
60A20191203EP1217100000000124111700000000064911                                                                               
60A20191203EP121710000000012411CANC000000001580                                                                               
60A20191203EP121710000000012411DESC000000005814                                                                               
60D20191203EP12171000000001241101150200      00000000010000000000000001490000000000000149012000000000000178                   
60D20191203EP1217100000000124111002301       00000000020000000000000008580000000000000858017000000000001458                   
60D20191203EP1217100000000124111002302       00000000010000000000000004290000000000000429017000000000000729                   
60D20191203EP1217100000000124111002303       00000000020000000000000008580000000000000858017000000000001458                   
60D20191203EP1217100000000124111002305       00000000010000000000000004750000000000000475017000000000000807                   
60D20191203EP1217100000000124111002312       00000000010000000000000004490000000000000449017000000000000763                   
60D20191203EP1217100000000124111040009       00000000010000000000000007690000000000000769017000000000001307                   
60D20191203EP1217100000000124111131400       00000000050000000000000014950000000000001495017000000000002541                   
60D20191203EP1217100000000124111164803       00000000010000000000000002950000000000000295017000000000000501                   
60D20191203EP12171000000001241114174         00000000010000000000000002100000000000000210017000000000000357                   
60D20191203EP12171000000001241122101         00000000010000000000000003200000000000000320017000000000000544                   
60D20191203EP12171000000001241122118         00000000020000000000000006400000000000000640017000000000001088                   
60D20191203EP12171000000001241147951         00000000010000000000000005490000000000000549012000000000000658                   
60D20191203EP1217100000000124116904          00000000010000000000000000790000000000000079012000000000000094                   
60M20191204EP1217100000000124110022D01388701389600072100100000000001752400000000199463888                                     
60A20191204EP1217100000000124111200000000009270                                                                               
60A20191204EP1217100000000124111700000000125994                                                                               
60A20191204EP121710000000012411CANC000000000000                                                                               
60A20191204EP121710000000012411DESC000000039976                                                                               
60D20191204EP1217100000000124111040203       00000000020000000000000018980000000000001898017000000000003226                   
60D20191204EP1217100000000124111069102       00000000010000000000000004990000000000000499017000000000000848                   
60D20191204EP1217100000000124111069403       00000000020000000000000007380000000000000738017000000000001254                   
60D20191204EP1217100000000124111098803       00000000020000000000000006980000000000000698017000000000001186                   
60D20191204EP1217100000000124111118504       00000000020000000000000012980000000000001298017000000000002206                   
60D20191204EP1217100000000124111128204       00000000010000000000000005490000000000000549017000000000000933                   
60D20191204EP1217100000000124111130502       00000000010000000000000007290000000000000729017000000000001239                   
60D20191204EP1217100000000124111148200       00000000020000000000000008900000000000000890017000000000001513                   
60D20191204EP1217100000000124111164802       00000000040000000000000011800000000000001180017000000000002006                   
60D20191204EP12171000000001241117712         00000000010000000000000002890000000000000289012000000000000346                   
60D20191204EP12171000000001241124105         00000000020000000000000010700000000000001070017000000000001819                   
60D20191204EP12171000000001241129502         00000000010000000000000003690000000000000369017000000000000627                   
60D20191204EP12171000000001241153703         00000000010000000000000002690000000000000269012000000000000322                   
60D20191204EP1217100000000124115660          00000000050000000000000025950000000000002595017000000000004411                   
60D20191204EP1217100000000124116023          00000000010000000000000011890000000000001189017000000000002021                   
60D20191204EP12171000000001241160302         00000000040000000000000021960000000000002196017000000000003733                   
60D20191204EP1217100000000124117579          00000000010000000000000003690000000000000369012000000000000442                   
60D20191204EP1217100000000124118799          00000000010000000000000006990000000000000699017000000000001188                   
60M20191205EP1217100000000124110022D01390001391400072200100000000001298400000000199418488                                     
60A20191205EP1217100000000124111200000000015339                                                                               
60A20191205EP1217100000000124111700000000094872                                                                               
60A20191205EP121710000000012411CANC000000005620                                                                               
60A20191205EP121710000000012411DESC000000014009                                                                               
60D20191205EP1217100000000124110779          00000000010000000000000004990000000000000499017000000000000848                   
60D20191205EP1217100000000124111061402       00000000010000000000000003690000000000000369012000000000000442                   
60D20191205EP1217100000000124111083601       00000000010000000000000009350000000000000935017000000000001589                   
60D20191205EP1217100000000124111092200       00000000010000000000000010490000000000001049017000000000001783                   
60D20191205EP1217100000000124111151401       00000000010000000000000001390000000000000139017000000000000236                   
60D20191205EP1217100000000124111161600       00000000010000000000000003890000000000000389017000000000000661                   
60D20191205EP1217100000000124111164803       00000000020000000000000005900000000000000590017000000000001003                   
60D20191205EP1217100000000124111170404       00000000010000000000000014990000000000001499012000000000001798                   
60D20191205EP12171000000001241112072         00000000010000000000000003890000000000000389017000000000000661                   
60D20191205EP12171000000001241112819         00000000010000000000000002190000000000000219017000000000000372                   
60D20191205EP12171000000001241113987         00000000010000000000000003690000000000000369017000000000000627                   
60D20191205EP12171000000001241117729         00000000010000000000000002090000000000000209017000000000000355                   
60D20191205EP12171000000001241117730         00000000010000000000000002090000000000000209017000000000000355                   
60D20191205EP1217100000000124111823          00000000010000000000000005690000000000000569017000000000000967                   
60D20191205EP12171000000001241122200         00000000010000000000000005450000000000000545017000000000000926                   
60D20191205EP1217100000000124112402          00000000020000000000000003180000000000000318017000000000000540                   
60D20191205EP12171000000001241124129         00000000020000000000000010700000000000001070017000000000001819                   
60D20191205EP1217100000000124115700          00000000010000000000000005850000000000000585017000000000000994                   
60D20191205EP1217100000000124116026          00000000010000000000000003200000000000000320017000000000000544                   
60D20191205EP1217100000000124117845          00000000010000000000000005290000000000000529017000000000000899                   
60D20191205EP1217100000000124118778          00000000010000000000000005620000000000000562017000000000000955                   
60D20191205EP1217100000000124118785          00000000010000000000000005620000000000000562017000000000000955                   
60D20191205EP1217100000000124118940          00000000010000000000000010600000000000001060017000000000001802                   
60M20191206EP1217100000000124110022D01391801392800072300100000000003159400000000199604588                                     
60A20191206EP1217100000000124111200000000011180                                                                               
60A20191206EP1217100000000124111700000000267475                                                                               
60A20191206EP121710000000012411CANC000000004990                                                                               
60A20191206EP121710000000012411DESC000000032295                                                                               
60D20191206EP121710000000012411000000012137  00000000010000000000000003690000000000000369017000000000000627                   
60D20191206EP1217100000000124111016002       00000000020000000000000015980000000000001598017000000000002716                   
60D20191206EP1217100000000124111016003       00000000010000000000000007990000000000000799017000000000001358                   
60D20191206EP1217100000000124111060804       00000000010000000000000009650000000000000965017000000000001640                   
60D20191206EP1217100000000124111061402       00000000010000000000000003690000000000000369012000000000000442                   
60D20191206EP1217100000000124111069101       00000000010000000000000004990000000000000499017000000000000848                   
60D20191206EP1217100000000124111069102       00000000010000000000000004990000000000000499017000000000000848                   
60D20191206EP1217100000000124111070603       00000000010000000000000006900000000000000690017000000000001173                   
60D20191206EP1217100000000124111074502       00000000010000000000000007690000000000000769017000000000001307                   
60D20191206EP1217100000000124111074503       00000000010000000000000007690000000000000769017000000000001307                   
60D20191206EP1217100000000124111094901       00000000020000000000000008180000000000000818017000000000001390                   
60D20191206EP12171000000001241111014         00000000020000000000000011100000000000001110017000000000001887                   
60D20191206EP12171000000001241111138         00000000010000000000000007290000000000000729017000000000001239                   
60D20191206EP12171000000001241111140         00000000010000000000000007290000000000000729017000000000001239                   
60D20191206EP1217100000000124111118301       00000000010000000000000006900000000000000690017000000000001173                   
60D20191206EP1217100000000124111143404       00000000010000000000000004990000000000000499017000000000000848                   
60D20191206EP1217100000000124111151400       00000000010000000000000001390000000000000139017000000000000236                   
60D20191206EP1217100000000124111161301       00000000010000000000000003690000000000000369017000000000000627                   
60D20191206EP12171000000001241112133         00000000010000000000000003890000000000000389017000000000000661                   
60D20191206EP12171000000001241112218         00000000010000000000000004090000000000000409017000000000000695                   
60D20191206EP12171000000001241112775         00000000020000000000000005900000000000000590017000000000001003                   
60D20191206EP12171000000001241114174         00000000020000000000000004200000000000000420017000000000000714                   
60D20191206EP1217100000000124111588          00000000020000000000000008380000000000000838017000000000001424                   
60D20191206EP1217100000000124111618          00000000040000000000000017960000000000001796017000000000003053                   
60D20191206EP1217100000000124111653          00000000020000000000000016580000000000001658017000000000002818                   
60D20191206EP1217100000000124111922          00000000010000000000000007690000000000000769017000000000001307                   
60D20191206EP1217100000000124112406          00000000080000000000000012720000000000001272017000000000002162                   
60D20191206EP12171000000001241124129         00000000080000000000000042800000000000004280017000000000007276                   
60D20191206EP12171000000001241129704         00000000060000000000000034560000000000003456017000000000005875                   
60D20191206EP12171000000001241130922         00000000020000000000000010700000000000001070017000000000001819                   
60D20191206EP12171000000001241143848         00000000010000000000000007490000000000000749012000000000000898                   
60D20191206EP1217100000000124118936          00000000010000000000000009900000000000000990017000000000001683                   
60M20191207EP1217100000000124110022D01393201393500072400100000000000812400000000199369888                                     
60A20191207EP1217100000000124111200000000039646                                                                               
60A20191207EP1217100000000124111700000000036444                                                                               
60A20191207EP121710000000012411CANC000000000000                                                                               
60A20191207EP121710000000012411DESC000000005150                                                                               
60D20191207EP1217100000000124111143505       00000000010000000000000018990000000000001899012000000000002278                   
60D20191207EP1217100000000124111159509       00000000010000000000000019990000000000001999012000000000002398                   
60D20191207EP1217100000000124111731          00000000010000000000000005240000000000000524017000000000000890                   
60D20191207EP1217100000000124111748          00000000010000000000000005240000000000000524017000000000000890                   
60D20191207EP1217100000000124111755          00000000020000000000000011180000000000001118017000000000001900                   
60D20191207EP1217100000000124111762          00000000010000000000000005590000000000000559017000000000000950                   
60D20191207EP12171000000001241121715         00000000010000000000000005660000000000000566017000000000000962                   
60D20191207EP12171000000001241121722         00000000010000000000000005660000000000000566017000000000000962                   
60D20191207EP1217100000000124117557          00000000010000000000000003690000000000000369012000000000000442                   
60M20191209EP1217100000000124110022D01394001395300072600100000000002273600000000199516008                                     
60A20191209EP1217100000000124111200000000034447                                                                               
60A20191209EP1217100000000124111700000000125332                                                                               
60A20191209EP121710000000012411CANC000000018990                                                                               
60A20191209EP121710000000012411DESC000000048591                                                                               
60D20191209EP12171000000001241101143508      00000000010000000000000018990000000000001899012000000000002278                   
60D20191209EP1217100000000124111001311       00000000010000000000000003200000000000000320017000000000000544                   
60D20191209EP1217100000000124111002103       00000000020000000000000008580000000000000858017000000000001458                   
60D20191209EP1217100000000124111070604       00000000010000000000000006900000000000000690017000000000001173                   
60D20191209EP1217100000000124111080944       00000000010000000000000014900000000000001490017000000000002533                   
60D20191209EP1217100000000124111140146       00000000010000000000000012990000000000001299012000000000001558                   
60D20191209EP1217100000000124111143508       00000000010000000000000018990000000000001899012000000000002278                   
60D20191209EP1217100000000124111147203       00000000010000000000000014690000000000001469017000000000002497                   
60D20191209EP1217100000000124111151400       00000000010000000000000001390000000000000139017000000000000236                   
60D20191209EP1217100000000124111164803       00000000020000000000000005900000000000000590017000000000001003                   
