"";;"VALENTINI COMERCIO DE CALCADOS EIRELI LTDA";;;;;;"RELATÓRIO DE ESTOQUES POR GRADE";;;;;;;;;;;;;;"DATA:";"27/08/2014";;;
;;"89190-000  TAIO  SC";"";;;"SITUAÇÃO EM 27 DE AGOSTO DE 2014";;;;;;;;;;"PÁG.:";"1";
;;" Filiais: '1'";;;
"REFERÊNCIA/DESCRIÇÃO";;;;"";;;"UNIDADE";;"TAMANHOS";;;"";;;;;;;;;;;;;;;;"TOTALESTOQUE";"VALORFINANCEIRO";"CUSTOMÉDIO";;;;"";
"";;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FORNECEDOR: 62 - ADDER - J.CORREA";;;;;;;;;
"";;"GRAFITE";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"23,26";;"23,26";;;"";
"";;;;;"Total Fornecedor";;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"23,26";;"23,26";;;"";
"FORNECEDOR: 93 - FERRACINI";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"296508 - FERRACINI 2003";;;;;;;;"PR";"37";"39";"40";"41";"42";"43";"44";;"";"";;"";"";"";;"";"";"";"";
"";;"CAFé";;;;;;;"6";"1";"1";"1";"1";"1";"1";;"";"";;"";"";"";;"";"";"";"";"12";"1.398,60";;"116,55";;;"";
"296540 - FERRACINI 265/FC463/FC421/";;;;;;;;"PC";"105";"110";"115";"120";"135";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"CAFé";;;;;;;"";"";"";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"28,42";;"28,42";;;"";
"";;"PRETO";;;;;;;"1";"1";"1";"1";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"142,15";;"28,43";;;"";
"Total do Produto";;;"1";"1";"1";"2";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"6";"170,57";;"28,43";;;
"293654 - FERRACINI 4105";;;;;;;;"PR";"37";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"78,33";;"78,33";;;"";
"294690 - FERRACINI 4111";;;;;;;;"PR";"41";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"MARRON";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"84,41";;"84,41";;;"";
"294731 - FERRACINI 4652";;;;;;;;"PR";"39";"42";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"GELO";;;;;;;"1";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"391,00";;"195,50";;;"";
"296516 - FERRACINI 51651-1214";;;;;;;;"PR";"37";"38";"41";"42";"44";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"BRANCO";;;;;;;"1";"1";"1";"2";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"6";"952,17";;"158,69";;;"";
"294688 - FERRACINI 5167";;;;;;;;"PR";"37";"43";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"1";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"177,68";;"88,84";;;"";
"296529 - FERRACINI 6235 248G";;;;;;;;"PR";"38";"39";"40";"41";"42";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"1";"1";"2";"2";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"7";"629,30";;"89,90";;;"";
"296344 - FERRACINI M2 6239/ 6237";;;;;;;;"UN";"38";"39";"40";"41";"42";"43";"44";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"1";"2";"2";"3";"1";"1";"1";;"";"";;"";"";"";;"";"";"";"";"11";"1.438,40";;"130,76";;;"";
"296178 - FERRACINI SAPATENIS ELITE 1634";;;;;;;;"UN";"37";"38";"40";"41";"42";"43";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"TecSoft - Tecnologia em Sistemas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"";;"VALENTINI COMERCIO DE CALCADOS EIRELI LTDA";;;;;;"RELATÓRIO DE ESTOQUES POR GRADE";;;;;;;;;;;;;;"DATA:";"27/08/2014";;;
;;"89190-000  TAIO  SC";"";;;"SITUAÇÃO EM 27 DE AGOSTO DE 2014";;;;;;;;;;"PÁG.:";"6";
;;" Filiais: '1'";;;
"REFERÊNCIA/DESCRIÇÃO";;;;"";;;"UNIDADE";;"TAMANHOS";;;"";;;;;;;;;;;;;;;;"TOTALESTOQUE";"VALORFINANCEIRO";"CUSTOMÉDIO";;;;"";
"";;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"";;"AZUL";;;;;;;"1";"1";"1";"2";"2";"1";"";;"";"";;"";"";"";;"";"";"";"";"8";"899,10";;"112,39";;;"";
"295316 - FERRACINI SAPATO 4112-220R";;;;;;;;"UN";"43";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"195,50";;"195,50";;;"";
"295315 - FERRACINI SAPATO 5561-12251";;;;;;;;"UN";"37";"38";"39";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"MARRON";;;;;;;"1";"1";"1";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"498,65";;"166,22";;;"";
"";;;;;"Total Fornecedor";;;;"17";"10";"9";"12";"7";"3";"2";;"";"";;"";"";"";;"";"";"";"";"60";"6.913,71";;"115,23";;;"";
"FORNECEDOR: 739 - FERRATTI JOAO BATISTA BENFICA";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"296594 - FERRATI SAPATENIS 20300";;;;;;;;"UN";"PRETO";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"39";;;;;;;"2";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"45,80";;"22,90";;;"";
"";;"40";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"22,90";;"22,90";;;"";
"";;"41";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"22,90";;"22,90";;;"";
"";;"42";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"22,90";;"22,90";;;"";
"";;"43";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"22,90";;"22,90";;;"";
"";;"44";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"22,90";;"22,90";;;"";
"Total do Produto";;;"7";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"7";"160,30";;"22,90";;;
"296595 - FERRATI SAPATENIS 21200";;;;;;;;"UN";"AZUL";"MARRON";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"39";;;;;;;"2";"2";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"95,60";;"23,90";;;"";
"";;"40";;;;;;;"2";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"71,70";;"23,90";;;"";
"";;"41";;;;;;;"1";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"47,80";;"23,90";;;"";
"";;"42";;;;;;;"";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"23,90";;"23,90";;;"";
"";;"43";;;;;;;"1";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"47,80";;"23,90";;;"";
"";;"44";;;;;;;"";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"23,90";;"23,90";;;"";
"Total do Produto";;;"6";"7";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"13";"310,70";;"23,90";;;
"293184 - FERRATI SAPATENIS ADULTO";;;;;;;;"PR";"37";"38";"39";"43";"44";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"CINZA";;;;;;;"";"2";"";"";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"113,04";;"37,68";;;"";
"";;"MARRON";;;;;;;"2";"7";"1";"1";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"12";"499,54";;"41,63";;;"";
"";;"PRETO";;;;;;;"2";"1";"";"2";"";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"226,08";;"45,22";;;"";
"Total do Produto";;;"4";"10";"1";"3";"2";"";"";;"";"";;"";"";"";;"";"";"";"";"20";"838,66";;"41,93";;;
"295339 - FERRATI SAPATENIS KIT";;;;;;;;"PR";"37";"38";"39";"42";"43";"44";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"MARRON";;;;;;;"1";"1";"1";"1";"1";"1";"";;"";"";;"";"";"";;"";"";"";"";"6";"418,41";;"69,73";;;"";
"296597 - FERRATI SAPATILHA 22200";;;;;;;;"UN";"PRETO";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"39";;;;;;;"2";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"39,80";;"19,90";;;"";
"";;"40";;;;;;;"2";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"39,80";;"19,90";;;"";
"";;"41";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"19,90";;"19,90";;;"";
"";;"42";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"19,90";;"19,90";;;"";
"";;"43";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"19,90";;"19,90";;;"";
"Total do Produto";;;"7";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"7";"139,30";;"19,90";;;
"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

"TecSoft - Tecnologia em Sistemas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"";;"VALENTINI COMERCIO DE CALCADOS EIRELI LTDA";;;;;;"RELATÓRIO DE ESTOQUES POR GRADE";;;;;;;;;;;;;;"DATA:";"27/08/2014";;;
;;"89190-000  TAIO  SC";"";;;"SITUAÇÃO EM 27 DE AGOSTO DE 2014";;;;;;;;;;"PÁG.:";"7";
;;" Filiais: '1'";;;
"REFERÊNCIA/DESCRIÇÃO";;;;"";;;"UNIDADE";;"TAMANHOS";;;"";;;;;;;;;;;;;;;;"TOTALESTOQUE";"VALORFINANCEIRO";"CUSTOMÉDIO";;;;"";
"";;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Total Fornecedor";;;;"25";"18";"2";"4";"3";"1";"";;"";"";;"";"";"";;"";"";"";"";"53";"1.867,37";;"35,23";;;
"FORNECEDOR: 798 - FINOBEL TRIKZ";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"295829 - FINOBEL SAPATENIS INFANTIL";;;;;;;;"UN";"33";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"PRETO";;;;;;;"29";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"29";"1.038,20";;"35,80";;;"";
"";;;;;"Total Fornecedor";;;;"29";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"29";"1.038,20";;"35,80";;;"";
"FORNECEDOR: 174 - FREE WAY ARTEFATOS DE COURO LTDA";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"10101 - FREE WAY SUN 3/ BELT";;;;;;;;"UN";"37";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"PRETO";;;;;;;"3";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"123,89";;"41,30";;;"";
"";;;;;"Total Fornecedor";;;;"3";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"123,89";;"41,30";;;"";
"FORNECEDOR: 386 - GEX";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"291892 - OLYMPIKUS PRONA/ NEUTRO";;;;;;;;"PR";"33";"36";"38";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"PRATA";;;;;;;"2";"1";"1";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"231,90";;"57,98";;;"";
"";;;;;"Total Fornecedor";;;;"2";"1";"1";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"231,90";;"57,98";;;"";
"FORNECEDOR: 26 - GRENDENE S/A";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"295460 - CARTAGO CHINELO RIMANI 10822";;;;;;;;"UN";"37";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"MARRON";;;;;;;"2";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"52,21";;"26,11";;;"";
"";;;;;"Total Fornecedor";;;;"2";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"52,21";;"26,11";;;"";
"FORNECEDOR: 595 - HRX - SKIN CALCADOS";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"295848 - WALL STREET SAPATENIS";;;;;;;;"UN";"41";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"BRANCO";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"0,00";;"0,00";;;"";
"";;;;;"Total Fornecedor";;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"0,00";;"0,00";;;"";
"FORNECEDOR: 391 - JOTA PE - ALVES & CASTRO LTDA";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"294974 - JOTA PE SAP 12673/ 4/ 10038/ 13024";;;;;;;;"PR";"38";"41";"42";"44";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"CAFé";;;;;;;"";"1";"1";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"249,73";;"124,86";;;"";
"";;"PRETO";;;;;;;"1";"";"";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"333,24";;"166,62";;;"";
"Total do Produto";;;"1";"1";"1";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"582,97";;"145,74";;;
"295357 - JOTA PE SAP 13855";;;;;;;;"UN";"37";"39";"41";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"MUSGO";;;;;;;"1";"1";"1";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"257,27";;"85,76";;;"";
"295358 - JOTA PE SAP 14025";;;;;;;;"UN";"38";"41";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"CAFé";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"89,38";;"89,38";;;"";
"";;"PRETO";;;;;;;"";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"178,76";;"178,76";;;"";
"Total do Produto";;;"1";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"268,14";;"134,07";;;
"294973 - JOTA PÊ 449441 460761";;;;;;;;"PR";"39";"40";"41";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"1";"1";"1";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"417,58";;"139,19";;;"";
"";;;;;"Total Fornecedor";;;;"4";"4";"3";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"12";"1.525,96";;"127,16";;;"";
"FORNECEDOR: 777 - JS. FILHOS - J.SHAYEB";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"TecSoft - Tecnologia em Sistemas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"";;"VALENTINI COMERCIO DE CALCADOS EIRELI LTDA";;;;;;"RELATÓRIO DE ESTOQUES POR GRADE";;;;;;;;;;;;;;"DATA:";"27/08/2014";;;
;;"89190-000  TAIO  SC";"";;;"SITUAÇÃO EM 27 DE AGOSTO DE 2014";;;;;;;;;;"PÁG.:";"8";
;;" Filiais: '1'";;;
"REFERÊNCIA/DESCRIÇÃO";;;;"";;;"UNIDADE";;"TAMANHOS";;;"";;;;;;;;;;;;;;;;"TOTALESTOQUE";"VALORFINANCEIRO";"CUSTOMÉDIO";;;;"";
"";;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"296572 - OXDDI CINTO 3503078";;;;;;;;"UN";"100";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"PRETO";;;;;;;"4";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"91,60";;"22,90";;;"";
"296571 - OXDDI CINTO 3503085";;;;;;;;"UN";"100";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"3";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"52,50";;"17,50";;;"";
"296570 - OXDDIO CINTOS 4003227";;;;;;;;"UN";"100";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"CAFé";;;;;;;"4";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"99,60";;"24,90";;;"";
"";;"PRETO";;;;;;;"5";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"124,50";;"24,90";;;"";
"Total do Produto";;;"9";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"9";"224,10";;"24,90";;;
"";;;;;"Total Fornecedor";;;;"16";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"16";"368,20";;"23,01";;;"";
"FORNECEDOR: 630 - KEFFOR";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"296532 - KEFFOR 110 872";;;;;;;;"PR";"40";"41";"42";"43";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"PRETO";;;;;;;"1";"1";"1";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"279,60";;"69,90";;;"";
"296531 - KEFFOR 913 112";;;;;;;;"PR";"39";"40";"42";"43";"44";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"1";"1";"1";"1";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"334,50";;"66,90";;;"";
"";;;;;"Total Fornecedor";;;;"2";"2";"2";"2";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"9";"614,10";;"68,23";;;"";
"FORNECEDOR: 958 - KLIN MS";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"296569 - KLIN PRINCESA 170";;;;;;;;"PR";"22";"23";"24";"25";"26";"27";"28";;"29";"30";;"31";"32";"";;"";"";"";"";
"";;"PRETO";;;;;;;"1";"1";"1";"1";"1";"1";"1";;"1";"2";;"1";"1";"";;"";"";"";"";"12";"325,74";;"27,15";;;"";
"";;;;;"Total Fornecedor";;;;"1";"1";"1";"1";"1";"1";"1";;"1";"2";;"1";"1";"";;"";"";"";"";"12";"325,74";;"27,15";;;"";
"FORNECEDOR: 669 - LABELLI";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"296556 - PEGADA SAP 22106";;;;;;;;"UN";"CAFé";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"39";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"66,60";;"66,60";;;"";
"";;"40";;;;;;;"2";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"2";"133,20";;"66,60";;;"";
"";;"41";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"66,60";;"66,60";;;"";
"";;"42";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"66,60";;"66,60";;;"";
"";;"43";;;;;;;"1";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"66,60";;"66,60";;;"";
"Total do Produto";;;"6";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"6";"399,60";;"66,60";;;
"";;;;;"Total Fornecedor";;;;"6";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"6";"399,60";;"66,60";;;"";
"FORNECEDOR: 680 - LEFFA - CALCADOS ASLD";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"296301 - LEFFA CHI 589/ 584/ 582";;;;;;;;"UN";"33";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"PRETO";;;;;;;"7";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"7";"158,76";;"22,68";;;"";
"296303 - LEFFA CHI 753";;;;;;;;"UN";"33";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"3";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"92,01";;"30,67";;;"";
"296300 - LEFFA CHI 767/ 761/ 569";;;;;;;;"UN";"33";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"CAFé";;;;;;;"6";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"6";"147,54";;"24,59";;;"";
"";;;;;"Total Fornecedor";;;;"16";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"16";"398,31";;"24,89";;;"";
"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

"TecSoft - Tecnologia em Sistemas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"";;"VALENTINI COMERCIO DE CALCADOS EIRELI LTDA";;;;;;"RELATÓRIO DE ESTOQUES POR GRADE";;;;;;;;;;;;;;"DATA:";"27/08/2014";;;
;;"89190-000  TAIO  SC";"";;;"SITUAÇÃO EM 27 DE AGOSTO DE 2014";;;;;;;;;;"PÁG.:";"9";
;;" Filiais: '1'";;;
"REFERÊNCIA/DESCRIÇÃO";;;;"";;;"UNIDADE";;"TAMANHOS";;;"";;;;;;;;;;;;;;;;"TOTALESTOQUE";"VALORFINANCEIRO";"CUSTOMÉDIO";;;;"";
"";;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FORNECEDOR: 720 - LYND CALCADOS LTDA";;;;;;;;;
"294847 - LYND 248 249";;;;;;;;"PR";"33";"34";"35";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"CINZA";;;;;;;"2";"1";"1";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"108,72";;"27,18";;;"";
"296409 - LYND 295 TENIS";;;;;;;;"PR";"33";"36";"37";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"CINZA";;;;;;;"2";"2";"2";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"6";"79,98";;"13,33";;;"";
"296479 - LYND 9001 9002";;;;;;;;"PR";"33";"34";"35";"36";"37";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"PRETO";;;;;;;"";"1";"1";"1";"2";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"0,00";;"0,00";;;"";
"";;"ROSA";;;;;;;"5";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"149,95";;"29,99";;;"";
"";;"VERMELHO";;;;;;;"";"1";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"1";"0,00";;"0,00";;;"";
"Total do Produto";;;"5";"2";"1";"1";"2";"";"";;"";"";;"";"";"";;"";"";"";"";"11";"149,95";;"13,63";;;
"296480 - LYND 9004 9005";;;;;;;;"PR";"33";"35";"36";"37";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"OURO";;;;;;;"2";"1";"1";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"69,98";;"14,00";;;"";
"294848 - LYND TENIS 243";;;;;;;;"PR";"33";"36";"37";"38";"40";"41";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"CINZA";;;;;;;"6";"1";"";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"8";"298,92";;"37,37";;;"";
"";;"PRETO";;;;;;;"";"";"1";"1";"1";"1";"";;"";"";;"";"";"";;"";"";"";"";"4";"0,00";;"0,00";;;"";
"Total do Produto";;;"6";"1";"1";"2";"1";"1";"";;"";"";;"";"";"";;"";"";"";"";"12";"298,92";;"24,91";;;
"296410 - LYND TENIS 321";;;;;;;;"PR";"33";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"AZUL";;;;;;;"3";"";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"3";"149,97";;"49,99";;;"";
"295634 - LYND TENIS ACTIVE 263";;;;;;;;"UN";"34";"35";"37";"38";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"BRANCO";;;;;;;"1";"2";"1";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"5";"0,00";;"0,00";;;"";
"";;"CINZA";;;;;;;"1";"1";"1";"1";"";"";"";;"";"";;"";"";"";;"";"";"";"";"4";"181,12";;"45,28";;;"";
"Total do Produto";;;"2";"3";"2";"2";"";"";"";;"";"";;"";"";"";;"";"";"";"";"9";"181,12";;"20,12";;;
"";;;;;"Total Fornecedor";;;;"22";"10";"8";"6";"3";"1";"";;"";"";;"";"";"";;"";"";"";"";"50";"1.038,64";;"20,77";;;"";
"FORNECEDOR: 723 - NIKE - ALPAR";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"295359 - NIKE AIR MAX STRIKE 2";;;;;;;;"PR";"34";"35";"36";"39";"40";"";"";;"";"";;"";"";"";;"";"";"";"";
"";;"BRANCO";;;;;;;"6";"1";"1";"1";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"10";"1.018,95";;"101,90";;;"";
"295593 - NIKE AIR MAX TAILWIND";;;;;;;;"PR";"37";"39";"40";"41";"42";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
"";;"BRANCO";;;;;;;"4";"1";"1";"1";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"8";"922,04";;"115,25";;;"";
"";;;;;"Total Fornecedor";;;;"10";"2";"2";"2";"2";"";"";;"";"";;"";"";"";;"";"";"";"";"18";"1.940,99";;"107,83";;;"";
"FORNECEDOR: 378 - PEGADA";;;;;;;;;"";;;;;;;;;;;;;;;;;;;;;;;;;;
"295939 - PEGADA 12209";;;;;;;;"PR";"37";"38";"39";"40";"41";"43";"";;"";"";;"";"";"";;"";"";"";"";
"";;"CINZA";;;;;;;"";"";"";"";"";"1";"";;"";"";;"";"";"";;"";"";"";"";"1";"72,16";;"72,16";;;"";
"";;"GIZ";;;;;;;"1";"1";"2";"1";"1";"";"";;"";"";;"";"";"";;"";"";"";"";"6";"481,07";;"80,18";;;"";
"Total do Produto";;;"1";"1";"2";"1";"1";"1";"";;"";"";;"";"";"";;"";"";"";"";"7";"553,23";;"79,03";;;
"294634 - PEGADA 12601";;;;;;;;"PR";"38";"43";"";"";"";"";"";;"";"";;"";"";"";;"";"";"";"";"";;;;;;;
